x,y,z,phi,theta,psi
4.3806e-05,-0.0033043,-0.00073816,1.4892,0.014733,0.0077334
4.3881e-05,-0.0033036,-0.00074165,1.4903,0.014749,0.0077846
4.3956e-05,-0.003303,-0.00074514,1.4914,0.014765,0.0078358
4.4031e-05,-0.0033022,-0.00074863,1.4924,0.014781,0.0078871
4.4106e-05,-0.0033015,-0.00075213,1.4935,0.014797,0.0079384
4.4181e-05,-0.0033008,-0.00075563,1.4945,0.014813,0.0079896
4.4257e-05,-0.0033,-0.00075912,1.4955,0.01483,0.0080409
4.4333e-05,-0.0032992,-0.00076262,1.4966,0.014846,0.0080922
4.4409e-05,-0.0032984,-0.00076612,1.4976,0.014862,0.0081435
4.4485e-05,-0.0032976,-0.00076963,1.4986,0.014878,0.0081949
4.4561e-05,-0.0032968,-0.00077313,1.4996,0.014894,0.0082462
4.4638e-05,-0.0032959,-0.00077664,1.5006,0.01491,0.0082975
4.4715e-05,-0.0032951,-0.00078014,1.5016,0.014926,0.0083489
4.4792e-05,-0.0032942,-0.00078365,1.5025,0.014942,0.0084002
4.4869e-05,-0.0032932,-0.00078716,1.5035,0.014958,0.0084516
4.4947e-05,-0.0032923,-0.00079067,1.5045,0.014974,0.008503
4.5025e-05,-0.0032914,-0.00079418,1.5054,0.01499,0.0085544
4.5103e-05,-0.0032904,-0.00079769,1.5064,0.015006,0.0086057
4.5181e-05,-0.0032894,-0.00080121,1.5073,0.015023,0.0086571
4.5259e-05,-0.0032884,-0.00080472,1.5083,0.015039,0.0087085
4.5338e-05,-0.0032874,-0.00080824,1.5092,0.015055,0.0087599
4.5417e-05,-0.0032864,-0.00081176,1.5101,0.015071,0.0088114
4.5496e-05,-0.0032854,-0.00081527,1.511,0.015087,0.0088628
4.5575e-05,-0.0032843,-0.00081879,1.512,0.015103,0.0089142
4.5655e-05,-0.0032832,-0.00082231,1.5129,0.01512,0.0089656
4.5735e-05,-0.0032821,-0.00082584,1.5138,0.015136,0.0090171
4.5815e-05,-0.003281,-0.00082936,1.5146,0.015152,0.0090685
4.5895e-05,-0.0032799,-0.00083288,1.5155,0.015168,0.0091199
4.5975e-05,-0.0032787,-0.0008364,1.5164,0.015185,0.0091714
4.6056e-05,-0.0032776,-0.00083993,1.5173,0.015201,0.0092228
4.6137e-05,-0.0032764,-0.00084345,1.5182,0.015217,0.0092743
4.6218e-05,-0.0032752,-0.00084698,1.519,0.015234,0.0093257
4.63e-05,-0.003274,-0.00085051,1.5199,0.01525,0.0093772
4.6381e-05,-0.0032728,-0.00085404,1.5207,0.015266,0.0094286
4.6463e-05,-0.0032716,-0.00085756,1.5216,0.015283,0.0094801
4.6545e-05,-0.0032703,-0.00086109,1.5224,0.015299,0.0095315
4.6628e-05,-0.003269,-0.00086462,1.5232,0.015315,0.009583
4.671e-05,-0.0032678,-0.00086815,1.5241,0.015332,0.0096345
4.6793e-05,-0.0032665,-0.00087168,1.5249,0.015348,0.0096859
4.6876e-05,-0.0032652,-0.00087522,1.5257,0.015365,0.0097374
4.696e-05,-0.0032639,-0.00087875,1.5265,0.015381,0.0097889
4.7043e-05,-0.0032625,-0.00088228,1.5273,0.015398,0.0098403
4.7127e-05,-0.0032612,-0.00088581,1.5281,0.015414,0.0098918
4.7211e-05,-0.0032598,-0.00088935,1.5289,0.015431,0.0099432
4.7295e-05,-0.0032584,-0.00089288,1.5297,0.015447,0.0099947
4.738e-05,-0.003257,-0.00089642,1.5305,0.015464,0.010046
4.7465e-05,-0.0032556,-0.00089995,1.5312,0.01548,0.010098
4.755e-05,-0.0032542,-0.00090349,1.532,0.015497,0.010149
4.7635e-05,-0.0032528,-0.00090702,1.5328,0.015514,0.010201
4.7721e-05,-0.0032513,-0.00091056,1.5335,0.01553,0.010252
4.7806e-05,-0.0032499,-0.0009141,1.5343,0.015547,0.010303
4.7892e-05,-0.0032484,-0.00091763,1.535,0.015564,0.010355
4.7979e-05,-0.0032469,-0.00092117,1.5358,0.015581,0.010406
4.8065e-05,-0.0032454,-0.00092471,1.5365,0.015597,0.010458
4.8152e-05,-0.0032439,-0.00092824,1.5373,0.015614,0.010509
4.8239e-05,-0.0032424,-0.00093178,1.538,0.015631,0.010561
4.8326e-05,-0.0032409,-0.00093532,1.5387,0.015648,0.010612
4.8414e-05,-0.0032393,-0.00093886,1.5394,0.015665,0.010664
4.8501e-05,-0.0032378,-0.0009424,1.5401,0.015682,0.010715
4.8589e-05,-0.0032362,-0.00094594,1.5408,0.015698,0.010766
4.8678e-05,-0.0032346,-0.00094947,1.5415,0.015715,0.010818
4.8766e-05,-0.0032331,-0.00095301,1.5422,0.015732,0.010869
4.8855e-05,-0.0032315,-0.00095655,1.5429,0.015749,0.010921
4.8944e-05,-0.0032298,-0.00096009,1.5436,0.015766,0.010972
4.9033e-05,-0.0032282,-0.00096363,1.5443,0.015783,0.011023
4.9123e-05,-0.0032266,-0.00096717,1.545,0.015801,0.011075
4.9212e-05,-0.0032249,-0.00097071,1.5456,0.015818,0.011126
4.9302e-05,-0.0032233,-0.00097424,1.5463,0.015835,0.011178
4.9393e-05,-0.0032216,-0.00097778,1.547,0.015852,0.011229
4.9483e-05,-0.0032199,-0.00098132,1.5476,0.015869,0.01128
4.9574e-05,-0.0032182,-0.00098486,1.5483,0.015886,0.011332
4.9665e-05,-0.0032165,-0.0009884,1.5489,0.015904,0.011383
4.9756e-05,-0.0032148,-0.00099194,1.5496,0.015921,0.011434
4.9848e-05,-0.0032131,-0.00099547,1.5502,0.015938,0.011486
4.994e-05,-0.0032114,-0.00099901,1.5509,0.015956,0.011537
5.0032e-05,-0.0032096,-0.0010025,1.5515,0.015973,0.011588
5.0124e-05,-0.0032079,-0.0010061,1.5521,0.01599,0.01164
5.0217e-05,-0.0032061,-0.0010096,1.5527,0.016008,0.011691
5.031e-05,-0.0032043,-0.0010132,1.5534,0.016025,0.011742
5.0403e-05,-0.0032025,-0.0010167,1.554,0.016043,0.011794
5.0496e-05,-0.0032007,-0.0010202,1.5546,0.01606,0.011845
5.059e-05,-0.0031989,-0.0010238,1.5552,0.016078,0.011896
5.0684e-05,-0.0031971,-0.0010273,1.5558,0.016095,0.011948
5.0778e-05,-0.0031953,-0.0010308,1.5564,0.016113,0.011999
5.0872e-05,-0.0031935,-0.0010344,1.557,0.016131,0.01205
5.0967e-05,-0.0031916,-0.0010379,1.5576,0.016149,0.012101
5.1062e-05,-0.0031898,-0.0010414,1.5581,0.016166,0.012153
5.1157e-05,-0.0031879,-0.001045,1.5587,0.016184,0.012204
5.1252e-05,-0.0031861,-0.0010485,1.5593,0.016202,0.012255
5.1348e-05,-0.0031842,-0.001052,1.5599,0.01622,0.012306
5.1444e-05,-0.0031823,-0.0010556,1.5604,0.016238,0.012358
5.154e-05,-0.0031804,-0.0010591,1.561,0.016255,0.012409
5.1637e-05,-0.0031785,-0.0010626,1.5616,0.016273,0.01246
5.1733e-05,-0.0031766,-0.0010662,1.5621,0.016291,0.012511
5.183e-05,-0.0031747,-0.0010697,1.5627,0.016309,0.012562
5.1928e-05,-0.0031727,-0.0010732,1.5632,0.016327,0.012613
5.2025e-05,-0.0031708,-0.0010768,1.5638,0.016345,0.012665
5.2123e-05,-0.0031688,-0.0010803,1.5643,0.016364,0.012716
5.2221e-05,-0.0031669,-0.0010838,1.5648,0.016382,0.012767
5.2319e-05,-0.0031649,-0.0010873,1.5654,0.0164,0.012818
5.2418e-05,-0.0031629,-0.0010909,1.5659,0.016418,0.012869
5.2517e-05,-0.003161,-0.0010944,1.5664,0.016436,0.01292
5.2616e-05,-0.003159,-0.0010979,1.5669,0.016455,0.012971
5.2715e-05,-0.003157,-0.0011014,1.5674,0.016473,0.013022
5.2815e-05,-0.003155,-0.001105,1.568,0.016491,0.013073
5.2915e-05,-0.003153,-0.0011085,1.5685,0.01651,0.013125
5.3015e-05,-0.003151,-0.001112,1.569,0.016528,0.013176
5.3115e-05,-0.0031489,-0.0011155,1.5695,0.016547,0.013227
5.3216e-05,-0.0031469,-0.0011191,1.57,0.016565,0.013278
5.3317e-05,-0.0031449,-0.0011226,1.5705,0.016584,0.013329
5.3418e-05,-0.0031428,-0.0011261,1.571,0.016603,0.01338
5.352e-05,-0.0031407,-0.0011296,1.5715,0.016621,0.013431
5.3621e-05,-0.0031387,-0.0011331,1.5719,0.01664,0.013482
5.3723e-05,-0.0031366,-0.0011367,1.5724,0.016659,0.013533
5.3826e-05,-0.0031345,-0.0011402,1.5729,0.016677,0.013584
5.3928e-05,-0.0031325,-0.0011437,1.5734,0.016696,0.013635
5.4031e-05,-0.0031304,-0.0011472,1.5738,0.016715,0.013685
5.4134e-05,-0.0031283,-0.0011507,1.5743,0.016734,0.013736
5.4237e-05,-0.0031262,-0.0011542,1.5748,0.016753,0.013787
5.4341e-05,-0.0031241,-0.0011577,1.5752,0.016772,0.013838
5.4445e-05,-0.0031219,-0.0011613,1.5757,0.016791,0.013889
5.4549e-05,-0.0031198,-0.0011648,1.5762,0.01681,0.01394
5.4653e-05,-0.0031177,-0.0011683,1.5766,0.016829,0.013991
5.4758e-05,-0.0031155,-0.0011718,1.5771,0.016848,0.014042
5.4863e-05,-0.0031134,-0.0011753,1.5775,0.016867,0.014092
5.4968e-05,-0.0031113,-0.0011788,1.5779,0.016887,0.014143
5.5074e-05,-0.0031091,-0.0011823,1.5784,0.016906,0.014194
5.5179e-05,-0.0031069,-0.0011858,1.5788,0.016925,0.014245
5.5285e-05,-0.0031048,-0.0011893,1.5792,0.016944,0.014296
5.5391e-05,-0.0031026,-0.0011928,1.5797,0.016964,0.014347
5.5498e-05,-0.0031004,-0.0011963,1.5801,0.016983,0.014397
5.5605e-05,-0.0030982,-0.0011998,1.5805,0.017003,0.014448
5.5712e-05,-0.003096,-0.0012033,1.581,0.017022,0.014499
5.5819e-05,-0.0030938,-0.0012068,1.5814,0.017042,0.014549
5.5927e-05,-0.0030916,-0.0012103,1.5818,0.017061,0.0146
5.6035e-05,-0.0030894,-0.0012138,1.5822,0.017081,0.014651
5.6143e-05,-0.0030872,-0.0012173,1.5826,0.017101,0.014702
5.6251e-05,-0.003085,-0.0012208,1.583,0.01712,0.014752
5.636e-05,-0.0030828,-0.0012243,1.5834,0.01714,0.014803
5.6469e-05,-0.0030805,-0.0012278,1.5838,0.01716,0.014854
5.6578e-05,-0.0030783,-0.0012313,1.5842,0.01718,0.014904
5.6687e-05,-0.0030761,-0.0012348,1.5846,0.0172,0.014955
5.6797e-05,-0.0030738,-0.0012383,1.585,0.01722,0.015005
5.6907e-05,-0.0030716,-0.0012418,1.5854,0.01724,0.015056
5.7017e-05,-0.0030693,-0.0012452,1.5858,0.01726,0.015107
5.7127e-05,-0.0030671,-0.0012487,1.5862,0.01728,0.015157
5.7238e-05,-0.0030648,-0.0012522,1.5865,0.0173,0.015208
5.7349e-05,-0.0030625,-0.0012557,1.5869,0.01732,0.015258
5.7461e-05,-0.0030602,-0.0012592,1.5873,0.01734,0.015309
5.7572e-05,-0.003058,-0.0012627,1.5877,0.017361,0.015359
5.7684e-05,-0.0030557,-0.0012661,1.588,0.017381,0.01541
5.7796e-05,-0.0030534,-0.0012696,1.5884,0.017401,0.01546
5.7908e-05,-0.0030511,-0.0012731,1.5888,0.017422,0.015511
5.8021e-05,-0.0030488,-0.0012766,1.5891,0.017442,0.015561
5.8134e-05,-0.0030465,-0.00128,1.5895,0.017463,0.015612
5.8247e-05,-0.0030442,-0.0012835,1.5898,0.017483,0.015662
5.836e-05,-0.0030419,-0.001287,1.5902,0.017504,0.015712
5.8474e-05,-0.0030395,-0.0012905,1.5905,0.017524,0.015763
5.8588e-05,-0.0030372,-0.0012939,1.5909,0.017545,0.015813
5.8702e-05,-0.0030349,-0.0012974,1.5912,0.017566,0.015863
5.8817e-05,-0.0030326,-0.0013009,1.5916,0.017587,0.015914
5.8931e-05,-0.0030302,-0.0013043,1.5919,0.017607,0.015964
5.9046e-05,-0.0030279,-0.0013078,1.5923,0.017628,0.016014
5.9162e-05,-0.0030255,-0.0013113,1.5926,0.017649,0.016065
5.9277e-05,-0.0030232,-0.0013147,1.5929,0.01767,0.016115
5.9393e-05,-0.0030208,-0.0013182,1.5933,0.017691,0.016165
5.9509e-05,-0.0030185,-0.0013216,1.5936,0.017712,0.016216
5.9625e-05,-0.0030161,-0.0013251,1.5939,0.017733,0.016266
5.9742e-05,-0.0030138,-0.0013285,1.5943,0.017755,0.016316
5.9859e-05,-0.0030114,-0.001332,1.5946,0.017776,0.016366
5.9976e-05,-0.003009,-0.0013355,1.5949,0.017797,0.016416
6.0093e-05,-0.0030067,-0.0013389,1.5952,0.017818,0.016467
6.0211e-05,-0.0030043,-0.0013424,1.5955,0.01784,0.016517
6.0329e-05,-0.0030019,-0.0013458,1.5959,0.017861,0.016567
6.0447e-05,-0.0029995,-0.0013493,1.5962,0.017882,0.016617
6.0565e-05,-0.0029971,-0.0013527,1.5965,0.017904,0.016667
6.0684e-05,-0.0029947,-0.0013561,1.5968,0.017926,0.016717
6.0803e-05,-0.0029923,-0.0013596,1.5971,0.017947,0.016767
6.0922e-05,-0.0029899,-0.001363,1.5974,0.017969,0.016818
6.1041e-05,-0.0029875,-0.0013665,1.5977,0.01799,0.016868
6.1161e-05,-0.0029851,-0.0013699,1.598,0.018012,0.016918
6.1281e-05,-0.0029827,-0.0013733,1.5983,0.018034,0.016968
6.1401e-05,-0.0029803,-0.0013768,1.5986,0.018056,0.017018
6.1522e-05,-0.0029779,-0.0013802,1.5989,0.018078,0.017068
6.1642e-05,-0.0029755,-0.0013836,1.5992,0.0181,0.017118
6.1763e-05,-0.0029731,-0.0013871,1.5995,0.018122,0.017168
6.1885e-05,-0.0029706,-0.0013905,1.5997,0.018144,0.017218
6.2006e-05,-0.0029682,-0.0013939,1.6,0.018166,0.017268
6.2128e-05,-0.0029658,-0.0013974,1.6003,0.018188,0.017318
6.225e-05,-0.0029633,-0.0014008,1.6006,0.01821,0.017367
6.2372e-05,-0.0029609,-0.0014042,1.6009,0.018232,0.017417
6.2495e-05,-0.0029585,-0.0014076,1.6011,0.018255,0.017467
6.2618e-05,-0.002956,-0.0014111,1.6014,0.018277,0.017517
6.2741e-05,-0.0029536,-0.0014145,1.6017,0.018299,0.017567
6.2864e-05,-0.0029511,-0.0014179,1.602,0.018322,0.017617
6.2988e-05,-0.0029487,-0.0014213,1.6022,0.018344,0.017667
6.3112e-05,-0.0029462,-0.0014247,1.6025,0.018367,0.017716
6.3236e-05,-0.0029438,-0.0014281,1.6028,0.018389,0.017766
6.336e-05,-0.0029413,-0.0014315,1.603,0.018412,0.017816
6.3485e-05,-0.0029388,-0.001435,1.6033,0.018435,0.017866
6.361e-05,-0.0029364,-0.0014384,1.6035,0.018457,0.017916
6.3735e-05,-0.0029339,-0.0014418,1.6038,0.01848,0.017965
6.386e-05,-0.0029314,-0.0014452,1.6041,0.018503,0.018015
6.3986e-05,-0.002929,-0.0014486,1.6043,0.018526,0.018065
6.4112e-05,-0.0029265,-0.001452,1.6046,0.018549,0.018114
6.4238e-05,-0.002924,-0.0014554,1.6048,0.018572,0.018164
6.4365e-05,-0.0029215,-0.0014588,1.6051,0.018595,0.018214
6.4491e-05,-0.0029191,-0.0014622,1.6053,0.018618,0.018263
6.4618e-05,-0.0029166,-0.0014656,1.6055,0.018641,0.018313
6.4746e-05,-0.0029141,-0.001469,1.6058,0.018664,0.018363
6.4873e-05,-0.0029116,-0.0014723,1.606,0.018688,0.018412
6.5001e-05,-0.0029091,-0.0014757,1.6063,0.018711,0.018462
6.5129e-05,-0.0029066,-0.0014791,1.6065,0.018734,0.018511
6.5257e-05,-0.0029041,-0.0014825,1.6067,0.018758,0.018561
6.5386e-05,-0.0029016,-0.0014859,1.607,0.018781,0.01861
6.5514e-05,-0.0028991,-0.0014893,1.6072,0.018805,0.01866
6.5643e-05,-0.0028966,-0.0014927,1.6074,0.018828,0.018709
6.5773e-05,-0.0028941,-0.001496,1.6077,0.018852,0.018759
6.5902e-05,-0.0028916,-0.0014994,1.6079,0.018875,0.018808
6.6032e-05,-0.0028891,-0.0015028,1.6081,0.018899,0.018858
6.6162e-05,-0.0028866,-0.0015062,1.6084,0.018923,0.018907
6.6292e-05,-0.0028841,-0.0015095,1.6086,0.018947,0.018957
6.6423e-05,-0.0028816,-0.0015129,1.6088,0.018971,0.019006
6.6554e-05,-0.0028791,-0.0015163,1.609,0.018995,0.019056
6.6685e-05,-0.0028766,-0.0015196,1.6092,0.019019,0.019105
6.6816e-05,-0.002874,-0.001523,1.6095,0.019043,0.019154
6.6948e-05,-0.0028715,-0.0015264,1.6097,0.019067,0.019204
6.7079e-05,-0.002869,-0.0015297,1.6099,0.019091,0.019253
6.7211e-05,-0.0028665,-0.0015331,1.6101,0.019115,0.019302
6.7344e-05,-0.002864,-0.0015365,1.6103,0.019139,0.019352
6.7476e-05,-0.0028614,-0.0015398,1.6105,0.019164,0.019401
6.7609e-05,-0.0028589,-0.0015432,1.6107,0.019188,0.01945
6.7742e-05,-0.0028564,-0.0015465,1.6109,0.019213,0.019499
6.7876e-05,-0.0028538,-0.0015499,1.6111,0.019237,0.019549
6.8009e-05,-0.0028513,-0.0015532,1.6113,0.019262,0.019598
6.8143e-05,-0.0028488,-0.0015566,1.6115,0.019286,0.019647
6.8277e-05,-0.0028462,-0.0015599,1.6117,0.019311,0.019696
6.8411e-05,-0.0028437,-0.0015633,1.6119,0.019335,0.019745
6.8546e-05,-0.0028412,-0.0015666,1.6121,0.01936,0.019795
6.8681e-05,-0.0028386,-0.0015699,1.6123,0.019385,0.019844
6.8816e-05,-0.0028361,-0.0015733,1.6125,0.01941,0.019893
6.8951e-05,-0.0028336,-0.0015766,1.6127,0.019435,0.019942
6.9087e-05,-0.002831,-0.00158,1.6129,0.01946,0.019991
6.9223e-05,-0.0028285,-0.0015833,1.6131,0.019485,0.02004
6.9359e-05,-0.0028259,-0.0015866,1.6133,0.01951,0.020089
6.9495e-05,-0.0028234,-0.00159,1.6135,0.019535,0.020138
6.9632e-05,-0.0028208,-0.0015933,1.6137,0.01956,0.020187
6.9768e-05,-0.0028183,-0.0015966,1.6139,0.019585,0.020236
6.9906e-05,-0.0028157,-0.0015999,1.614,0.019611,0.020285
7.0043e-05,-0.0028132,-0.0016033,1.6142,0.019636,0.020334
7.018e-05,-0.0028106,-0.0016066,1.6144,0.019661,0.020383
7.0318e-05,-0.0028081,-0.0016099,1.6146,0.019687,0.020432
7.0456e-05,-0.0028055,-0.0016132,1.6148,0.019712,0.020481
7.0595e-05,-0.002803,-0.0016165,1.6149,0.019738,0.02053
7.0733e-05,-0.0028004,-0.0016198,1.6151,0.019764,0.020579
7.0872e-05,-0.0027978,-0.0016231,1.6153,0.019789,0.020628
7.1011e-05,-0.0027953,-0.0016265,1.6155,0.019815,0.020677
7.115e-05,-0.0027927,-0.0016298,1.6156,0.019841,0.020726
7.129e-05,-0.0027902,-0.0016331,1.6158,0.019867,0.020775
7.143e-05,-0.0027876,-0.0016364,1.616,0.019893,0.020824
7.157e-05,-0.002785,-0.0016397,1.6161,0.019919,0.020872
7.171e-05,-0.0027825,-0.001643,1.6163,0.019945,0.020921
7.1851e-05,-0.0027799,-0.0016463,1.6165,0.019971,0.02097
7.1991e-05,-0.0027774,-0.0016496,1.6166,0.019997,0.021019
7.2132e-05,-0.0027748,-0.0016529,1.6168,0.020023,0.021068
7.2274e-05,-0.0027722,-0.0016562,1.617,0.020049,0.021116
7.2415e-05,-0.0027697,-0.0016595,1.6171,0.020076,0.021165
7.2557e-05,-0.0027671,-0.0016627,1.6173,0.020102,0.021214
7.2699e-05,-0.0027645,-0.001666,1.6175,0.020128,0.021263
7.2841e-05,-0.002762,-0.0016693,1.6176,0.020155,0.021311
7.2984e-05,-0.0027594,-0.0016726,1.6178,0.020181,0.02136
7.3126e-05,-0.0027568,-0.0016759,1.6179,0.020208,0.021409
7.3269e-05,-0.0027543,-0.0016792,1.6181,0.020235,0.021457
7.3412e-05,-0.0027517,-0.0016824,1.6182,0.020261,0.021506
7.3556e-05,-0.0027491,-0.0016857,1.6184,0.020288,0.021554
7.37e-05,-0.0027465,-0.001689,1.6185,0.020315,0.021603
7.3844e-05,-0.002744,-0.0016923,1.6187,0.020342,0.021652
7.3988e-05,-0.0027414,-0.0016955,1.6188,0.020369,0.0217
7.4132e-05,-0.0027388,-0.0016988,1.619,0.020396,0.021749
7.4277e-05,-0.0027362,-0.0017021,1.6191,0.020423,0.021797
7.4422e-05,-0.0027337,-0.0017053,1.6193,0.02045,0.021846
7.4567e-05,-0.0027311,-0.0017086,1.6194,0.020477,0.021894
7.4712e-05,-0.0027285,-0.0017118,1.6196,0.020504,0.021943
7.4858e-05,-0.0027259,-0.0017151,1.6197,0.020531,0.021991
7.5004e-05,-0.0027234,-0.0017184,1.6199,0.020559,0.02204
7.515e-05,-0.0027208,-0.0017216,1.62,0.020586,0.022088
7.5296e-05,-0.0027182,-0.0017249,1.6201,0.020614,0.022137
7.5443e-05,-0.0027156,-0.0017281,1.6203,0.020641,0.022185
7.559e-05,-0.0027131,-0.0017314,1.6204,0.020669,0.022234
7.5737e-05,-0.0027105,-0.0017346,1.6206,0.020696,0.022282
7.5884e-05,-0.0027079,-0.0017379,1.6207,0.020724,0.02233
7.6031e-05,-0.0027053,-0.0017411,1.6208,0.020752,0.022379
7.6179e-05,-0.0027027,-0.0017443,1.621,0.020779,0.022427
7.6327e-05,-0.0027002,-0.0017476,1.6211,0.020807,0.022476
7.6476e-05,-0.0026976,-0.0017508,1.6212,0.020835,0.022524
7.6624e-05,-0.002695,-0.001754,1.6214,0.020863,0.022572
7.6773e-05,-0.0026924,-0.0017573,1.6215,0.020891,0.022621
7.6922e-05,-0.0026898,-0.0017605,1.6216,0.020919,0.022669
7.7071e-05,-0.0026873,-0.0017637,1.6217,0.020947,0.022717
7.722e-05,-0.0026847,-0.001767,1.6219,0.020976,0.022765
7.737e-05,-0.0026821,-0.0017702,1.622,0.021004,0.022814
7.752e-05,-0.0026795,-0.0017734,1.6221,0.021032,0.022862
7.767e-05,-0.0026769,-0.0017766,1.6222,0.021061,0.02291
7.782e-05,-0.0026744,-0.0017798,1.6224,0.021089,0.022958
7.7971e-05,-0.0026718,-0.0017831,1.6225,0.021118,0.023006
7.8122e-05,-0.0026692,-0.0017863,1.6226,0.021146,0.023055
7.8273e-05,-0.0026666,-0.0017895,1.6227,0.021175,0.023103
7.8424e-05,-0.002664,-0.0017927,1.6229,0.021203,0.023151
7.8576e-05,-0.0026615,-0.0017959,1.623,0.021232,0.023199
7.8728e-05,-0.0026589,-0.0017991,1.6231,0.021261,0.023247
7.888e-05,-0.0026563,-0.0018023,1.6232,0.02129,0.023295
7.9032e-05,-0.0026537,-0.0018055,1.6233,0.021319,0.023343
7.9184e-05,-0.0026511,-0.0018087,1.6235,0.021348,0.023392
7.9337e-05,-0.0026485,-0.0018119,1.6236,0.021377,0.02344
7.949e-05,-0.002646,-0.0018151,1.6237,0.021406,0.023488
7.9643e-05,-0.0026434,-0.0018183,1.6238,0.021435,0.023536
7.9797e-05,-0.0026408,-0.0018215,1.6239,0.021464,0.023584
7.995e-05,-0.0026382,-0.0018247,1.624,0.021493,0.023632
8.0104e-05,-0.0026356,-0.0018279,1.6241,0.021523,0.02368
8.0258e-05,-0.0026331,-0.0018311,1.6242,0.021552,0.023728
8.0413e-05,-0.0026305,-0.0018343,1.6244,0.021582,0.023776
8.0567e-05,-0.0026279,-0.0018374,1.6245,0.021611,0.023824
8.0722e-05,-0.0026253,-0.0018406,1.6246,0.021641,0.023872
8.0877e-05,-0.0026227,-0.0018438,1.6247,0.02167,0.02392
8.1032e-05,-0.0026202,-0.001847,1.6248,0.0217,0.023967
8.1188e-05,-0.0026176,-0.0018502,1.6249,0.02173,0.024015
8.1344e-05,-0.002615,-0.0018533,1.625,0.02176,0.024063
8.15e-05,-0.0026124,-0.0018565,1.6251,0.021789,0.024111
8.1656e-05,-0.0026098,-0.0018597,1.6252,0.021819,0.024159
8.1812e-05,-0.0026073,-0.0018628,1.6253,0.021849,0.024207
8.1969e-05,-0.0026047,-0.001866,1.6254,0.021879,0.024255
8.2126e-05,-0.0026021,-0.0018692,1.6255,0.02191,0.024303
8.2283e-05,-0.0025995,-0.0018723,1.6256,0.02194,0.02435
8.244e-05,-0.0025969,-0.0018755,1.6257,0.02197,0.024398
8.2598e-05,-0.0025944,-0.0018786,1.6258,0.022,0.024446
8.2755e-05,-0.0025918,-0.0018818,1.6259,0.022031,0.024494
8.2913e-05,-0.0025892,-0.0018849,1.626,0.022061,0.024541
8.3072e-05,-0.0025866,-0.0018881,1.6261,0.022092,0.024589
8.323e-05,-0.0025841,-0.0018912,1.6262,0.022122,0.024637
8.3389e-05,-0.0025815,-0.0018944,1.6263,0.022153,0.024685
8.3548e-05,-0.0025789,-0.0018975,1.6264,0.022183,0.024732
8.3707e-05,-0.0025763,-0.0019007,1.6265,0.022214,0.02478
8.3866e-05,-0.0025738,-0.0019038,1.6266,0.022245,0.024828
8.4026e-05,-0.0025712,-0.0019069,1.6267,0.022276,0.024875
8.4186e-05,-0.0025686,-0.0019101,1.6268,0.022307,0.024923
8.4346e-05,-0.002566,-0.0019132,1.6269,0.022338,0.024971
8.4506e-05,-0.0025635,-0.0019163,1.627,0.022369,0.025018
8.4667e-05,-0.0025609,-0.0019195,1.627,0.0224,0.025066
8.4827e-05,-0.0025583,-0.0019226,1.6271,0.022431,0.025114
8.4988e-05,-0.0025557,-0.0019257,1.6272,0.022462,0.025161
8.5149e-05,-0.0025532,-0.0019289,1.6273,0.022494,0.025209
8.5311e-05,-0.0025506,-0.001932,1.6274,0.022525,0.025256
8.5473e-05,-0.002548,-0.0019351,1.6275,0.022556,0.025304
8.5634e-05,-0.0025455,-0.0019382,1.6276,0.022588,0.025351
8.5796e-05,-0.0025429,-0.0019413,1.6277,0.022619,0.025399
8.5959e-05,-0.0025403,-0.0019444,1.6277,0.022651,0.025447
8.6121e-05,-0.0025377,-0.0019476,1.6278,0.022683,0.025494
8.6284e-05,-0.0025352,-0.0019507,1.6279,0.022714,0.025542
8.6447e-05,-0.0025326,-0.0019538,1.628,0.022746,0.025589
8.661e-05,-0.00253,-0.0019569,1.6281,0.022778,0.025636
8.6774e-05,-0.0025275,-0.00196,1.6282,0.02281,0.025684
8.6937e-05,-0.0025249,-0.0019631,1.6283,0.022842,0.025731
8.7101e-05,-0.0025223,-0.0019662,1.6283,0.022874,0.025779
8.7265e-05,-0.0025198,-0.0019693,1.6284,0.022906,0.025826
8.7429e-05,-0.0025172,-0.0019724,1.6285,0.022938,0.025874
8.7594e-05,-0.0025146,-0.0019755,1.6286,0.02297,0.025921
8.7759e-05,-0.0025121,-0.0019786,1.6287,0.023003,0.025968
8.7924e-05,-0.0025095,-0.0019816,1.6287,0.023035,0.026016
8.8089e-05,-0.002507,-0.0019847,1.6288,0.023067,0.026063
8.8254e-05,-0.0025044,-0.0019878,1.6289,0.0231,0.026111
8.842e-05,-0.0025018,-0.0019909,1.629,0.023133,0.026158
8.8586e-05,-0.0024993,-0.001994,1.629,0.023165,0.026205
8.8752e-05,-0.0024967,-0.0019971,1.6291,0.023198,0.026253
8.8918e-05,-0.0024942,-0.0020001,1.6292,0.023231,0.0263
8.9085e-05,-0.0024916,-0.0020032,1.6293,0.023263,0.026347
8.9251e-05,-0.002489,-0.0020063,1.6293,0.023296,0.026394
8.9418e-05,-0.0024865,-0.0020094,1.6294,0.023329,0.026442
8.9586e-05,-0.0024839,-0.0020124,1.6295,0.023362,0.026489
8.9753e-05,-0.0024814,-0.0020155,1.6296,0.023395,0.026536
8.9921e-05,-0.0024788,-0.0020185,1.6296,0.023428,0.026583
