x,y,z,phi,theta,psi
7.591e-07,6.105e-08,0.22512,-1.733e-08,-6.9559e-06,-1.0714e-07
7.6896e-07,6.2263e-08,0.22644,-1.7353e-08,-7.0047e-06,-1.0782e-07
7.7891e-07,6.3496e-08,0.22776,-1.7376e-08,-7.0537e-06,-1.0851e-07
7.8895e-07,6.4748e-08,0.22908,-1.7398e-08,-7.1029e-06,-1.092e-07
7.9908e-07,6.6019e-08,0.23041,-1.7421e-08,-7.1522e-06,-1.0989e-07
8.0931e-07,6.731e-08,0.23174,-1.7444e-08,-7.2018e-06,-1.1058e-07
8.1963e-07,6.8621e-08,0.23307,-1.7466e-08,-7.2515e-06,-1.1127e-07
8.3004e-07,6.9953e-08,0.2344,-1.7489e-08,-7.3014e-06,-1.1197e-07
8.4054e-07,7.1305e-08,0.23573,-1.7512e-08,-7.3515e-06,-1.1267e-07
8.5114e-07,7.2678e-08,0.23707,-1.7534e-08,-7.4018e-06,-1.1337e-07
8.6183e-07,7.4072e-08,0.23841,-1.7556e-08,-7.4523e-06,-1.1407e-07
8.7262e-07,7.5487e-08,0.23975,-1.7579e-08,-7.503e-06,-1.1477e-07
8.835e-07,7.6923e-08,0.24109,-1.7601e-08,-7.5538e-06,-1.1548e-07
8.9447e-07,7.8381e-08,0.24243,-1.7623e-08,-7.6049e-06,-1.1619e-07
9.0555e-07,7.9862e-08,0.24378,-1.7645e-08,-7.6561e-06,-1.169e-07
9.1672e-07,8.1364e-08,0.24513,-1.7668e-08,-7.7076e-06,-1.1761e-07
9.2798e-07,8.2889e-08,0.24648,-1.769e-08,-7.7592e-06,-1.1832e-07
9.3934e-07,8.4436e-08,0.24783,-1.7712e-08,-7.811e-06,-1.1904e-07
9.5081e-07,8.6007e-08,0.24918,-1.7733e-08,-7.863e-06,-1.1975e-07
9.6236e-07,8.76e-08,0.25054,-1.7755e-08,-7.9152e-06,-1.2047e-07
9.7402e-07,8.9217e-08,0.25189,-1.7777e-08,-7.9675e-06,-1.212e-07
9.8578e-07,9.0858e-08,0.25325,-1.7799e-08,-8.0201e-06,-1.2192e-07
9.9764e-07,9.2523e-08,0.25461,-1.782e-08,-8.0729e-06,-1.2264e-07
1.0096e-06,9.4212e-08,0.25597,-1.7842e-08,-8.1258e-06,-1.2337e-07
1.0217e-06,9.5925e-08,0.25734,-1.7863e-08,-8.1789e-06,-1.241e-07
1.0338e-06,9.7663e-08,0.2587,-1.7885e-08,-8.2322e-06,-1.2483e-07
1.0461e-06,9.9426e-08,0.26007,-1.7906e-08,-8.2858e-06,-1.2556e-07
1.0584e-06,1.0121e-07,0.26144,-1.7927e-08,-8.3395e-06,-1.263e-07
1.0709e-06,1.0303e-07,0.26281,-1.7948e-08,-8.3933e-06,-1.2703e-07
1.0835e-06,1.0487e-07,0.26418,-1.7969e-08,-8.4474e-06,-1.2777e-07
1.0961e-06,1.0673e-07,0.26556,-1.799e-08,-8.5017e-06,-1.2851e-07
1.1089e-06,1.0863e-07,0.26693,-1.8011e-08,-8.5562e-06,-1.2925e-07
1.1218e-06,1.1054e-07,0.26831,-1.8032e-08,-8.6108e-06,-1.3e-07
1.1348e-06,1.1249e-07,0.26969,-1.8053e-08,-8.6656e-06,-1.3074e-07
1.1478e-06,1.1446e-07,0.27107,-1.8074e-08,-8.7207e-06,-1.3149e-07
1.161e-06,1.1646e-07,0.27245,-1.8094e-08,-8.7759e-06,-1.3224e-07
1.1743e-06,1.1849e-07,0.27384,-1.8115e-08,-8.8313e-06,-1.3299e-07
1.1877e-06,1.2055e-07,0.27522,-1.8135e-08,-8.8869e-06,-1.3374e-07
1.2013e-06,1.2263e-07,0.27661,-1.8156e-08,-8.9427e-06,-1.345e-07
1.2149e-06,1.2474e-07,0.278,-1.8176e-08,-8.9987e-06,-1.3526e-07
1.2286e-06,1.2688e-07,0.27939,-1.8196e-08,-9.0548e-06,-1.3601e-07
1.2424e-06,1.2905e-07,0.28078,-1.8216e-08,-9.1112e-06,-1.3677e-07
1.2564e-06,1.3125e-07,0.28217,-1.8236e-08,-9.1677e-06,-1.3754e-07
1.2704e-06,1.3348e-07,0.28357,-1.8256e-08,-9.2245e-06,-1.383e-07
1.2846e-06,1.3574e-07,0.28496,-1.8276e-08,-9.2814e-06,-1.3907e-07
1.2989e-06,1.3803e-07,0.28636,-1.8296e-08,-9.3385e-06,-1.3983e-07
1.3132e-06,1.4035e-07,0.28776,-1.8316e-08,-9.3958e-06,-1.406e-07
1.3277e-06,1.427e-07,0.28916,-1.8335e-08,-9.4533e-06,-1.4137e-07
1.3423e-06,1.4509e-07,0.29056,-1.8355e-08,-9.511e-06,-1.4215e-07
1.3571e-06,1.475e-07,0.29196,-1.8374e-08,-9.5689e-06,-1.4292e-07
1.3719e-06,1.4994e-07,0.29337,-1.8393e-08,-9.627e-06,-1.437e-07
1.3868e-06,1.5242e-07,0.29477,-1.8413e-08,-9.6852e-06,-1.4448e-07
1.4019e-06,1.5493e-07,0.29618,-1.8432e-08,-9.7437e-06,-1.4526e-07
1.417e-06,1.5747e-07,0.29759,-1.8451e-08,-9.8023e-06,-1.4604e-07
1.4323e-06,1.6005e-07,0.299,-1.847e-08,-9.8611e-06,-1.4682e-07
1.4477e-06,1.6266e-07,0.30041,-1.8489e-08,-9.9202e-06,-1.4761e-07
1.4632e-06,1.653e-07,0.30182,-1.8508e-08,-9.9794e-06,-1.4839e-07
1.4789e-06,1.6798e-07,0.30323,-1.8526e-08,-1.0039e-05,-1.4918e-07
1.4946e-06,1.7069e-07,0.30465,-1.8545e-08,-1.0098e-05,-1.4997e-07
1.5105e-06,1.7343e-07,0.30606,-1.8563e-08,-1.0158e-05,-1.5076e-07
1.5264e-06,1.7621e-07,0.30748,-1.8582e-08,-1.0218e-05,-1.5156e-07
1.5425e-06,1.7903e-07,0.3089,-1.86e-08,-1.0278e-05,-1.5235e-07
1.5587e-06,1.8188e-07,0.31032,-1.8618e-08,-1.0339e-05,-1.5315e-07
1.575e-06,1.8476e-07,0.31174,-1.8637e-08,-1.0399e-05,-1.5395e-07
1.5915e-06,1.8768e-07,0.31316,-1.8655e-08,-1.046e-05,-1.5475e-07
1.608e-06,1.9064e-07,0.31458,-1.8673e-08,-1.0521e-05,-1.5555e-07
1.6247e-06,1.9364e-07,0.31601,-1.8691e-08,-1.0582e-05,-1.5636e-07
1.6415e-06,1.9667e-07,0.31743,-1.8708e-08,-1.0643e-05,-1.5716e-07
1.6584e-06,1.9974e-07,0.31886,-1.8726e-08,-1.0705e-05,-1.5797e-07
1.6755e-06,2.0285e-07,0.32029,-1.8744e-08,-1.0766e-05,-1.5878e-07
1.6926e-06,2.0599e-07,0.32172,-1.8761e-08,-1.0828e-05,-1.5959e-07
1.7099e-06,2.0918e-07,0.32315,-1.8779e-08,-1.089e-05,-1.604e-07
1.7273e-06,2.124e-07,0.32458,-1.8796e-08,-1.0953e-05,-1.6122e-07
1.7448e-06,2.1566e-07,0.32601,-1.8813e-08,-1.1015e-05,-1.6203e-07
1.7625e-06,2.1896e-07,0.32744,-1.8831e-08,-1.1078e-05,-1.6285e-07
1.7803e-06,2.223e-07,0.32887,-1.8848e-08,-1.1141e-05,-1.6367e-07
1.7981e-06,2.2569e-07,0.33031,-1.8865e-08,-1.1204e-05,-1.6449e-07
1.8162e-06,2.2911e-07,0.33175,-1.8882e-08,-1.1267e-05,-1.6531e-07
1.8343e-06,2.3257e-07,0.33318,-1.8898e-08,-1.133e-05,-1.6614e-07
1.8526e-06,2.3607e-07,0.33462,-1.8915e-08,-1.1394e-05,-1.6696e-07
1.8709e-06,2.3962e-07,0.33606,-1.8932e-08,-1.1457e-05,-1.6779e-07
1.8895e-06,2.4321e-07,0.3375,-1.8948e-08,-1.1521e-05,-1.6862e-07
1.9081e-06,2.4683e-07,0.33894,-1.8965e-08,-1.1586e-05,-1.6945e-07
1.9268e-06,2.5051e-07,0.34038,-1.8981e-08,-1.165e-05,-1.7028e-07
1.9457e-06,2.5422e-07,0.34182,-1.8997e-08,-1.1714e-05,-1.7111e-07
1.9648e-06,2.5798e-07,0.34327,-1.9014e-08,-1.1779e-05,-1.7195e-07
1.9839e-06,2.6178e-07,0.34471,-1.903e-08,-1.1844e-05,-1.7278e-07
2.0032e-06,2.6562e-07,0.34616,-1.9046e-08,-1.1909e-05,-1.7362e-07
2.0226e-06,2.6951e-07,0.3476,-1.9062e-08,-1.1974e-05,-1.7446e-07
2.0421e-06,2.7345e-07,0.34905,-1.9078e-08,-1.204e-05,-1.753e-07
2.0617e-06,2.7743e-07,0.3505,-1.9093e-08,-1.2106e-05,-1.7615e-07
2.0815e-06,2.8145e-07,0.35195,-1.9109e-08,-1.2171e-05,-1.7699e-07
2.1014e-06,2.8552e-07,0.3534,-1.9125e-08,-1.2237e-05,-1.7784e-07
2.1215e-06,2.8964e-07,0.35485,-1.914e-08,-1.2304e-05,-1.7868e-07
2.1416e-06,2.938e-07,0.3563,-1.9156e-08,-1.237e-05,-1.7953e-07
2.1619e-06,2.9801e-07,0.35775,-1.9171e-08,-1.2437e-05,-1.8038e-07
2.1824e-06,3.0227e-07,0.3592,-1.9186e-08,-1.2503e-05,-1.8123e-07
2.2029e-06,3.0657e-07,0.36065,-1.9201e-08,-1.257e-05,-1.8209e-07
2.2236e-06,3.1092e-07,0.36211,-1.9217e-08,-1.2638e-05,-1.8294e-07
2.2445e-06,3.1532e-07,0.36356,-1.9232e-08,-1.2705e-05,-1.838e-07
2.2654e-06,3.1977e-07,0.36502,-1.9247e-08,-1.2773e-05,-1.8466e-07
2.2865e-06,3.2427e-07,0.36647,-1.9262e-08,-1.284e-05,-1.8551e-07
2.3077e-06,3.2882e-07,0.36793,-1.9276e-08,-1.2908e-05,-1.8638e-07
2.3291e-06,3.3342e-07,0.36939,-1.9291e-08,-1.2976e-05,-1.8724e-07
2.3506e-06,3.3807e-07,0.37085,-1.9306e-08,-1.3045e-05,-1.881e-07
2.3722e-06,3.4276e-07,0.37231,-1.932e-08,-1.3113e-05,-1.8897e-07
2.394e-06,3.4751e-07,0.37376,-1.9335e-08,-1.3182e-05,-1.8983e-07
2.4159e-06,3.5231e-07,0.37522,-1.9349e-08,-1.3251e-05,-1.907e-07
2.4379e-06,3.5717e-07,0.37669,-1.9364e-08,-1.332e-05,-1.9157e-07
2.46e-06,3.6207e-07,0.37815,-1.9378e-08,-1.3389e-05,-1.9244e-07
2.4823e-06,3.6703e-07,0.37961,-1.9392e-08,-1.3458e-05,-1.9331e-07
2.5048e-06,3.7204e-07,0.38107,-1.9407e-08,-1.3528e-05,-1.9419e-07
2.5274e-06,3.771e-07,0.38253,-1.9421e-08,-1.3598e-05,-1.9506e-07
2.5501e-06,3.8222e-07,0.384,-1.9435e-08,-1.3668e-05,-1.9594e-07
2.5729e-06,3.8739e-07,0.38546,-1.9449e-08,-1.3738e-05,-1.9682e-07
2.5959e-06,3.9262e-07,0.38693,-1.9463e-08,-1.3808e-05,-1.977e-07
2.619e-06,3.979e-07,0.38839,-1.9477e-08,-1.3879e-05,-1.9858e-07
2.6423e-06,4.0323e-07,0.38986,-1.9491e-08,-1.3949e-05,-1.9946e-07
2.6657e-06,4.0862e-07,0.39132,-1.9504e-08,-1.402e-05,-2.0034e-07
2.6892e-06,4.1407e-07,0.39279,-1.9518e-08,-1.4092e-05,-2.0123e-07
2.7129e-06,4.1957e-07,0.39426,-1.9532e-08,-1.4163e-05,-2.0211e-07
2.7367e-06,4.2513e-07,0.39572,-1.9545e-08,-1.4234e-05,-2.03e-07
2.7606e-06,4.3075e-07,0.39719,-1.9559e-08,-1.4306e-05,-2.0389e-07
2.7847e-06,4.3643e-07,0.39866,-1.9572e-08,-1.4378e-05,-2.0478e-07
2.809e-06,4.4216e-07,0.40013,-1.9586e-08,-1.445e-05,-2.0567e-07
2.8334e-06,4.4795e-07,0.4016,-1.9599e-08,-1.4522e-05,-2.0656e-07
2.8579e-06,4.538e-07,0.40307,-1.9613e-08,-1.4594e-05,-2.0745e-07
2.8825e-06,4.5971e-07,0.40454,-1.9626e-08,-1.4667e-05,-2.0835e-07
2.9073e-06,4.6568e-07,0.40601,-1.9639e-08,-1.474e-05,-2.0925e-07
2.9323e-06,4.7171e-07,0.40748,-1.9652e-08,-1.4813e-05,-2.1014e-07
2.9574e-06,4.778e-07,0.40895,-1.9666e-08,-1.4886e-05,-2.1104e-07
2.9826e-06,4.8395e-07,0.41042,-1.9679e-08,-1.4959e-05,-2.1194e-07
3.0079e-06,4.9017e-07,0.41189,-1.9692e-08,-1.5033e-05,-2.1285e-07
3.0335e-06,4.9644e-07,0.41336,-1.9705e-08,-1.5106e-05,-2.1375e-07
3.0591e-06,5.0278e-07,0.41484,-1.9718e-08,-1.518e-05,-2.1465e-07
3.0849e-06,5.0917e-07,0.41631,-1.9731e-08,-1.5254e-05,-2.1556e-07
3.1109e-06,5.1564e-07,0.41778,-1.9744e-08,-1.5329e-05,-2.1646e-07
3.1369e-06,5.2216e-07,0.41926,-1.9757e-08,-1.5403e-05,-2.1737e-07
3.1632e-06,5.2875e-07,0.42073,-1.977e-08,-1.5478e-05,-2.1828e-07
3.1896e-06,5.354e-07,0.4222,-1.9783e-08,-1.5552e-05,-2.1919e-07
3.2161e-06,5.4212e-07,0.42368,-1.9796e-08,-1.5627e-05,-2.201e-07
3.2427e-06,5.489e-07,0.42515,-1.9808e-08,-1.5703e-05,-2.2101e-07
3.2696e-06,5.5575e-07,0.42663,-1.9821e-08,-1.5778e-05,-2.2193e-07
3.2965e-06,5.6267e-07,0.4281,-1.9834e-08,-1.5853e-05,-2.2284e-07
3.3236e-06,5.6965e-07,0.42958,-1.9847e-08,-1.5929e-05,-2.2376e-07
3.3509e-06,5.7669e-07,0.43105,-1.986e-08,-1.6005e-05,-2.2468e-07
3.3783e-06,5.8381e-07,0.43253,-1.9872e-08,-1.6081e-05,-2.2559e-07
3.4058e-06,5.9099e-07,0.434,-1.9885e-08,-1.6157e-05,-2.2651e-07
3.4335e-06,5.9824e-07,0.43548,-1.9898e-08,-1.6234e-05,-2.2744e-07
3.4613e-06,6.0556e-07,0.43695,-1.991e-08,-1.631e-05,-2.2836e-07
3.4893e-06,6.1294e-07,0.43843,-1.9923e-08,-1.6387e-05,-2.2928e-07
3.5175e-06,6.204e-07,0.43991,-1.9936e-08,-1.6464e-05,-2.302e-07
3.5458e-06,6.2793e-07,0.44138,-1.9949e-08,-1.6541e-05,-2.3113e-07
3.5742e-06,6.3552e-07,0.44286,-1.9961e-08,-1.6619e-05,-2.3206e-07
3.6028e-06,6.4319e-07,0.44433,-1.9974e-08,-1.6696e-05,-2.3298e-07
3.6315e-06,6.5093e-07,0.44581,-1.9987e-08,-1.6774e-05,-2.3391e-07
3.6604e-06,6.5874e-07,0.44729,-1.9999e-08,-1.6852e-05,-2.3484e-07
3.6894e-06,6.6662e-07,0.44876,-2.0012e-08,-1.693e-05,-2.3577e-07
3.7186e-06,6.7457e-07,0.45024,-2.0025e-08,-1.7008e-05,-2.367e-07
3.7479e-06,6.826e-07,0.45172,-2.0038e-08,-1.7087e-05,-2.3764e-07
3.7774e-06,6.907e-07,0.45319,-2.005e-08,-1.7165e-05,-2.3857e-07
3.807e-06,6.9887e-07,0.45467,-2.0063e-08,-1.7244e-05,-2.3951e-07
3.8368e-06,7.0712e-07,0.45615,-2.0076e-08,-1.7323e-05,-2.4044e-07
3.8668e-06,7.1544e-07,0.45762,-2.0089e-08,-1.7402e-05,-2.4138e-07
3.8968e-06,7.2384e-07,0.4591,-2.0101e-08,-1.7482e-05,-2.4232e-07
3.9271e-06,7.3231e-07,0.46058,-2.0114e-08,-1.7561e-05,-2.4326e-07
3.9575e-06,7.4086e-07,0.46206,-2.0127e-08,-1.7641e-05,-2.442e-07
3.988e-06,7.4948e-07,0.46353,-2.014e-08,-1.7721e-05,-2.4514e-07
4.0187e-06,7.5818e-07,0.46501,-2.0153e-08,-1.7801e-05,-2.4608e-07
4.0495e-06,7.6696e-07,0.46649,-2.0166e-08,-1.7881e-05,-2.4702e-07
4.0805e-06,7.7582e-07,0.46796,-2.0179e-08,-1.7961e-05,-2.4797e-07
4.1117e-06,7.8475e-07,0.46944,-2.0192e-08,-1.8042e-05,-2.4891e-07
4.143e-06,7.9376e-07,0.47092,-2.0205e-08,-1.8123e-05,-2.4986e-07
4.1744e-06,8.0285e-07,0.47239,-2.0218e-08,-1.8204e-05,-2.5081e-07
4.206e-06,8.1202e-07,0.47387,-2.0231e-08,-1.8285e-05,-2.5175e-07
4.2378e-06,8.2127e-07,0.47534,-2.0245e-08,-1.8366e-05,-2.527e-07
4.2697e-06,8.306e-07,0.47682,-2.0258e-08,-1.8448e-05,-2.5365e-07
4.3018e-06,8.4001e-07,0.4783,-2.0271e-08,-1.8529e-05,-2.546e-07
4.334e-06,8.4951e-07,0.47977,-2.0284e-08,-1.8611e-05,-2.5555e-07
4.3664e-06,8.5908e-07,0.48125,-2.0298e-08,-1.8693e-05,-2.5651e-07
4.3989e-06,8.6873e-07,0.48272,-2.0311e-08,-1.8775e-05,-2.5746e-07
4.4316e-06,8.7847e-07,0.4842,-2.0325e-08,-1.8858e-05,-2.5842e-07
4.4644e-06,8.8829e-07,0.48567,-2.0338e-08,-1.894e-05,-2.5937e-07
4.4974e-06,8.982e-07,0.48715,-2.0352e-08,-1.9023e-05,-2.6033e-07
4.5306e-06,9.0819e-07,0.48862,-2.0366e-08,-1.9106e-05,-2.6128e-07
4.5639e-06,9.1826e-07,0.4901,-2.038e-08,-1.9189e-05,-2.6224e-07
4.5973e-06,9.2841e-07,0.49157,-2.0393e-08,-1.9272e-05,-2.632e-07
4.631e-06,9.3866e-07,0.49305,-2.0407e-08,-1.9356e-05,-2.6416e-07
4.6647e-06,9.4898e-07,0.49452,-2.0421e-08,-1.9439e-05,-2.6512e-07
4.6986e-06,9.594e-07,0.49599,-2.0435e-08,-1.9523e-05,-2.6608e-07
4.7327e-06,9.699e-07,0.49747,-2.045e-08,-1.9607e-05,-2.6705e-07
4.767e-06,9.8049e-07,0.49894,-2.0464e-08,-1.9691e-05,-2.6801e-07
4.8014e-06,9.9116e-07,0.50041,-2.0478e-08,-1.9775e-05,-2.6897e-07
4.8359e-06,1.0019e-06,0.50189,-2.0493e-08,-1.986e-05,-2.6994e-07
4.8706e-06,1.0128e-06,0.50336,-2.0507e-08,-1.9945e-05,-2.709e-07
4.9055e-06,1.0237e-06,0.50483,-2.0522e-08,-2.0029e-05,-2.7187e-07
4.9405e-06,1.0347e-06,0.5063,-2.0537e-08,-2.0114e-05,-2.7284e-07
4.9757e-06,1.0459e-06,0.50777,-2.0551e-08,-2.02e-05,-2.7381e-07
5.011e-06,1.0571e-06,0.50924,-2.0566e-08,-2.0285e-05,-2.7478e-07
5.0465e-06,1.0684e-06,0.51072,-2.0581e-08,-2.037e-05,-2.7575e-07
5.0822e-06,1.0798e-06,0.51219,-2.0596e-08,-2.0456e-05,-2.7672e-07
5.118e-06,1.0912e-06,0.51366,-2.0612e-08,-2.0542e-05,-2.7769e-07
5.1539e-06,1.1028e-06,0.51513,-2.0627e-08,-2.0628e-05,-2.7866e-07
5.1901e-06,1.1145e-06,0.51659,-2.0643e-08,-2.0714e-05,-2.7963e-07
5.2263e-06,1.1262e-06,0.51806,-2.0658e-08,-2.0801e-05,-2.8061e-07
5.2628e-06,1.1381e-06,0.51953,-2.0674e-08,-2.0887e-05,-2.8158e-07
5.2994e-06,1.15e-06,0.521,-2.069e-08,-2.0974e-05,-2.8255e-07
5.3361e-06,1.1621e-06,0.52247,-2.0706e-08,-2.1061e-05,-2.8353e-07
5.373e-06,1.1742e-06,0.52394,-2.0722e-08,-2.1148e-05,-2.8451e-07
5.4101e-06,1.1864e-06,0.5254,-2.0738e-08,-2.1235e-05,-2.8548e-07
5.4473e-06,1.1988e-06,0.52687,-2.0754e-08,-2.1323e-05,-2.8646e-07
5.4847e-06,1.2112e-06,0.52834,-2.0771e-08,-2.141e-05,-2.8744e-07
5.5223e-06,1.2237e-06,0.5298,-2.0787e-08,-2.1498e-05,-2.8842e-07
5.56e-06,1.2363e-06,0.53127,-2.0804e-08,-2.1586e-05,-2.894e-07
5.5979e-06,1.249e-06,0.53273,-2.0821e-08,-2.1674e-05,-2.9038e-07
5.6359e-06,1.2618e-06,0.5342,-2.0838e-08,-2.1762e-05,-2.9136e-07
5.6741e-06,1.2747e-06,0.53566,-2.0855e-08,-2.1851e-05,-2.9234e-07
5.7124e-06,1.2877e-06,0.53712,-2.0873e-08,-2.1939e-05,-2.9333e-07
5.7509e-06,1.3008e-06,0.53859,-2.089e-08,-2.2028e-05,-2.9431e-07
5.7896e-06,1.314e-06,0.54005,-2.0908e-08,-2.2117e-05,-2.9529e-07
5.8284e-06,1.3274e-06,0.54151,-2.0926e-08,-2.2206e-05,-2.9628e-07
5.8673e-06,1.3408e-06,0.54297,-2.0944e-08,-2.2296e-05,-2.9726e-07
5.9065e-06,1.3543e-06,0.54443,-2.0962e-08,-2.2385e-05,-2.9825e-07
5.9458e-06,1.3679e-06,0.54589,-2.098e-08,-2.2475e-05,-2.9923e-07
5.9852e-06,1.3816e-06,0.54735,-2.0999e-08,-2.2564e-05,-3.0022e-07
6.0248e-06,1.3954e-06,0.54881,-2.1018e-08,-2.2654e-05,-3.0121e-07
6.0646e-06,1.4093e-06,0.55027,-2.1037e-08,-2.2745e-05,-3.022e-07
6.1045e-06,1.4233e-06,0.55173,-2.1056e-08,-2.2835e-05,-3.0319e-07
6.1446e-06,1.4374e-06,0.55319,-2.1075e-08,-2.2925e-05,-3.0417e-07
6.1849e-06,1.4517e-06,0.55464,-2.1094e-08,-2.3016e-05,-3.0516e-07
6.2253e-06,1.466e-06,0.5561,-2.1114e-08,-2.3107e-05,-3.0615e-07
6.2659e-06,1.4804e-06,0.55756,-2.1134e-08,-2.3198e-05,-3.0715e-07
6.3066e-06,1.495e-06,0.55901,-2.1154e-08,-2.3289e-05,-3.0814e-07
6.3475e-06,1.5096e-06,0.56047,-2.1174e-08,-2.338e-05,-3.0913e-07
6.3885e-06,1.5244e-06,0.56192,-2.1194e-08,-2.3472e-05,-3.1012e-07
6.4297e-06,1.5392e-06,0.56337,-2.1215e-08,-2.3564e-05,-3.1112e-07
6.4711e-06,1.5542e-06,0.56483,-2.1236e-08,-2.3655e-05,-3.1211e-07
6.5126e-06,1.5693e-06,0.56628,-2.1257e-08,-2.3747e-05,-3.131e-07
6.5543e-06,1.5844e-06,0.56773,-2.1278e-08,-2.384e-05,-3.141e-07
6.5962e-06,1.5997e-06,0.56918,-2.13e-08,-2.3932e-05,-3.1509e-07
6.6382e-06,1.6151e-06,0.57063,-2.1321e-08,-2.4024e-05,-3.1609e-07
6.6803e-06,1.6306e-06,0.57208,-2.1343e-08,-2.4117e-05,-3.1708e-07
6.7227e-06,1.6462e-06,0.57353,-2.1365e-08,-2.421e-05,-3.1808e-07
6.7651e-06,1.662e-06,0.57498,-2.1388e-08,-2.4303e-05,-3.1908e-07
6.8078e-06,1.6778e-06,0.57642,-2.141e-08,-2.4396e-05,-3.2008e-07
6.8506e-06,1.6938e-06,0.57787,-2.1433e-08,-2.4489e-05,-3.2107e-07
6.8936e-06,1.7098e-06,0.57932,-2.1456e-08,-2.4583e-05,-3.2207e-07
6.9367e-06,1.726e-06,0.58076,-2.1479e-08,-2.4676e-05,-3.2307e-07
6.98e-06,1.7423e-06,0.58221,-2.1503e-08,-2.477e-05,-3.2407e-07
7.0234e-06,1.7587e-06,0.58365,-2.1527e-08,-2.4864e-05,-3.2507e-07
7.067e-06,1.7752e-06,0.58509,-2.1551e-08,-2.4958e-05,-3.2607e-07
7.1108e-06,1.7918e-06,0.58654,-2.1575e-08,-2.5053e-05,-3.2707e-07
7.1547e-06,1.8085e-06,0.58798,-2.16e-08,-2.5147e-05,-3.2807e-07
7.1988e-06,1.8254e-06,0.58942,-2.1624e-08,-2.5242e-05,-3.2908e-07
7.243e-06,1.8424e-06,0.59086,-2.165e-08,-2.5337e-05,-3.3008e-07
7.2874e-06,1.8594e-06,0.5923,-2.1675e-08,-2.5432e-05,-3.3108e-07
7.3319e-06,1.8766e-06,0.59374,-2.17e-08,-2.5527e-05,-3.3208e-07
7.3767e-06,1.894e-06,0.59517,-2.1726e-08,-2.5622e-05,-3.3309e-07
7.4215e-06,1.9114e-06,0.59661,-2.1752e-08,-2.5717e-05,-3.3409e-07
7.4666e-06,1.9289e-06,0.59805,-2.1779e-08,-2.5813e-05,-3.3509e-07
7.5118e-06,1.9466e-06,0.59948,-2.1806e-08,-2.5909e-05,-3.361e-07
7.5571e-06,1.9644e-06,0.60092,-2.1833e-08,-2.6005e-05,-3.371e-07
7.6026e-06,1.9823e-06,0.60235,-2.186e-08,-2.6101e-05,-3.3811e-07
7.6483e-06,2.0003e-06,0.60378,-2.1887e-08,-2.6197e-05,-3.3911e-07
7.6941e-06,2.0184e-06,0.60522,-2.1915e-08,-2.6294e-05,-3.4012e-07
7.7401e-06,2.0367e-06,0.60665,-2.1943e-08,-2.639e-05,-3.4112e-07
7.7862e-06,2.0551e-06,0.60808,-2.1972e-08,-2.6487e-05,-3.4213e-07
7.8325e-06,2.0736e-06,0.60951,-2.2e-08,-2.6584e-05,-3.4314e-07
7.879e-06,2.0922e-06,0.61093,-2.2029e-08,-2.6681e-05,-3.4414e-07
7.9256e-06,2.111e-06,0.61236,-2.2059e-08,-2.6778e-05,-3.4515e-07
7.9724e-06,2.1298e-06,0.61379,-2.2088e-08,-2.6876e-05,-3.4616e-07
8.0193e-06,2.1488e-06,0.61522,-2.2118e-08,-2.6973e-05,-3.4717e-07
8.0664e-06,2.1679e-06,0.61664,-2.2149e-08,-2.7071e-05,-3.4818e-07
8.1137e-06,2.1871e-06,0.61807,-2.2179e-08,-2.7169e-05,-3.4918e-07
8.1611e-06,2.2065e-06,0.61949,-2.221e-08,-2.7267e-05,-3.5019e-07
8.2086e-06,2.226e-06,0.62091,-2.2241e-08,-2.7365e-05,-3.512e-07
8.2563e-06,2.2456e-06,0.62233,-2.2273e-08,-2.7463e-05,-3.5221e-07
8.3042e-06,2.2653e-06,0.62375,-2.2305e-08,-2.7562e-05,-3.5322e-07
8.3522e-06,2.2852e-06,0.62517,-2.2337e-08,-2.7661e-05,-3.5423e-07
8.4004e-06,2.3051e-06,0.62659,-2.2369e-08,-2.7759e-05,-3.5524e-07
8.4488e-06,2.3252e-06,0.62801,-2.2402e-08,-2.7858e-05,-3.5625e-07
8.4973e-06,2.3455e-06,0.62943,-2.2436e-08,-2.7958e-05,-3.5726e-07
8.5459e-06,2.3658e-06,0.63084,-2.2469e-08,-2.8057e-05,-3.5827e-07
8.5948e-06,2.3863e-06,0.63226,-2.2503e-08,-2.8156e-05,-3.5928e-07
8.6437e-06,2.4069e-06,0.63367,-2.2537e-08,-2.8256e-05,-3.603e-07
8.6929e-06,2.4277e-06,0.63508,-2.2572e-08,-2.8356e-05,-3.6131e-07
8.7421e-06,2.4485e-06,0.6365,-2.2607e-08,-2.8456e-05,-3.6232e-07
8.7916e-06,2.4695e-06,0.63791,-2.2642e-08,-2.8556e-05,-3.6333e-07
8.8412e-06,2.4907e-06,0.63932,-2.2678e-08,-2.8656e-05,-3.6434e-07
8.8909e-06,2.5119e-06,0.64073,-2.2714e-08,-2.8757e-05,-3.6536e-07
8.9408e-06,2.5333e-06,0.64213,-2.275e-08,-2.8857e-05,-3.6637e-07
8.9909e-06,2.5548e-06,0.64354,-2.2787e-08,-2.8958e-05,-3.6738e-07
9.0411e-06,2.5764e-06,0.64495,-2.2824e-08,-2.9059e-05,-3.6839e-07
9.0915e-06,2.5982e-06,0.64635,-2.2862e-08,-2.916e-05,-3.6941e-07
