x,y,z,phi,theta,psi
9.142e-06,2.6201e-06,0.64776,-2.29e-08,-2.9261e-05,-3.7042e-07
9.1927e-06,2.6422e-06,0.64916,-2.2938e-08,-2.9363e-05,-3.7143e-07
9.2435e-06,2.6643e-06,0.65056,-2.2977e-08,-2.9464e-05,-3.7245e-07
9.2945e-06,2.6866e-06,0.65196,-2.3016e-08,-2.9566e-05,-3.7346e-07
9.3456e-06,2.7091e-06,0.65336,-2.3055e-08,-2.9668e-05,-3.7448e-07
9.3969e-06,2.7316e-06,0.65476,-2.3095e-08,-2.977e-05,-3.7549e-07
9.4484e-06,2.7543e-06,0.65616,-2.3135e-08,-2.9872e-05,-3.765e-07
9.5e-06,2.7772e-06,0.65756,-2.3176e-08,-2.9974e-05,-3.7752e-07
9.5517e-06,2.8001e-06,0.65895,-2.3217e-08,-3.0077e-05,-3.7853e-07
9.6036e-06,2.8232e-06,0.66035,-2.3259e-08,-3.0179e-05,-3.7955e-07
9.6557e-06,2.8465e-06,0.66174,-2.3301e-08,-3.0282e-05,-3.8056e-07
9.7079e-06,2.8699e-06,0.66313,-2.3343e-08,-3.0385e-05,-3.8158e-07
9.7603e-06,2.8934e-06,0.66452,-2.3386e-08,-3.0488e-05,-3.8259e-07
9.8128e-06,2.917e-06,0.66591,-2.3429e-08,-3.0591e-05,-3.8361e-07
9.8654e-06,2.9408e-06,0.6673,-2.3472e-08,-3.0695e-05,-3.8462e-07
9.9182e-06,2.9647e-06,0.66869,-2.3516e-08,-3.0798e-05,-3.8564e-07
9.9712e-06,2.9888e-06,0.67008,-2.3561e-08,-3.0902e-05,-3.8665e-07
1.0024e-05,3.013e-06,0.67146,-2.3605e-08,-3.1006e-05,-3.8767e-07
1.0078e-05,3.0373e-06,0.67285,-2.3651e-08,-3.111e-05,-3.8868e-07
1.0131e-05,3.0618e-06,0.67423,-2.3696e-08,-3.1214e-05,-3.897e-07
1.0185e-05,3.0864e-06,0.67561,-2.3742e-08,-3.1318e-05,-3.9072e-07
1.0238e-05,3.1111e-06,0.67699,-2.3789e-08,-3.1423e-05,-3.9173e-07
1.0292e-05,3.136e-06,0.67837,-2.3836e-08,-3.1527e-05,-3.9275e-07
1.0346e-05,3.161e-06,0.67975,-2.3883e-08,-3.1632e-05,-3.9376e-07
1.04e-05,3.1862e-06,0.68113,-2.3931e-08,-3.1737e-05,-3.9478e-07
1.0455e-05,3.2115e-06,0.68251,-2.398e-08,-3.1842e-05,-3.9579e-07
1.0509e-05,3.2369e-06,0.68388,-2.4029e-08,-3.1947e-05,-3.9681e-07
1.0564e-05,3.2625e-06,0.68526,-2.4078e-08,-3.2053e-05,-3.9783e-07
1.0618e-05,3.2883e-06,0.68663,-2.4128e-08,-3.2158e-05,-3.9884e-07
1.0673e-05,3.3141e-06,0.688,-2.4178e-08,-3.2264e-05,-3.9986e-07
1.0728e-05,3.3401e-06,0.68937,-2.4228e-08,-3.237e-05,-4.0087e-07
1.0784e-05,3.3663e-06,0.69074,-2.428e-08,-3.2476e-05,-4.0189e-07
1.0839e-05,3.3926e-06,0.69211,-2.4331e-08,-3.2582e-05,-4.0291e-07
1.0894e-05,3.419e-06,0.69348,-2.4383e-08,-3.2688e-05,-4.0392e-07
1.095e-05,3.4456e-06,0.69484,-2.4436e-08,-3.2795e-05,-4.0494e-07
1.1006e-05,3.4723e-06,0.69621,-2.4489e-08,-3.2902e-05,-4.0595e-07
1.1062e-05,3.4992e-06,0.69757,-2.4542e-08,-3.3008e-05,-4.0697e-07
1.1118e-05,3.5262e-06,0.69893,-2.4596e-08,-3.3115e-05,-4.0799e-07
1.1174e-05,3.5534e-06,0.70029,-2.4651e-08,-3.3222e-05,-4.09e-07
1.1231e-05,3.5807e-06,0.70165,-2.4706e-08,-3.333e-05,-4.1002e-07
1.1287e-05,3.6081e-06,0.70301,-2.4761e-08,-3.3437e-05,-4.1103e-07
1.1344e-05,3.6357e-06,0.70437,-2.4817e-08,-3.3544e-05,-4.1205e-07
1.14e-05,3.6635e-06,0.70573,-2.4874e-08,-3.3652e-05,-4.1307e-07
1.1457e-05,3.6913e-06,0.70708,-2.4931e-08,-3.376e-05,-4.1408e-07
1.1515e-05,3.7194e-06,0.70843,-2.4988e-08,-3.3868e-05,-4.151e-07
1.1572e-05,3.7475e-06,0.70979,-2.5046e-08,-3.3976e-05,-4.1611e-07
1.1629e-05,3.7759e-06,0.71114,-2.5105e-08,-3.4084e-05,-4.1713e-07
1.1687e-05,3.8043e-06,0.71249,-2.5164e-08,-3.4193e-05,-4.1815e-07
1.1744e-05,3.8329e-06,0.71383,-2.5223e-08,-3.4301e-05,-4.1916e-07
1.1802e-05,3.8617e-06,0.71518,-2.5283e-08,-3.441e-05,-4.2018e-07
1.186e-05,3.8906e-06,0.71653,-2.5344e-08,-3.4519e-05,-4.2119e-07
1.1918e-05,3.9197e-06,0.71787,-2.5405e-08,-3.4628e-05,-4.2221e-07
1.1976e-05,3.9489e-06,0.71922,-2.5467e-08,-3.4737e-05,-4.2322e-07
1.2035e-05,3.9782e-06,0.72056,-2.5529e-08,-3.4847e-05,-4.2424e-07
1.2093e-05,4.0078e-06,0.7219,-2.5591e-08,-3.4956e-05,-4.2525e-07
1.2152e-05,4.0374e-06,0.72324,-2.5655e-08,-3.5066e-05,-4.2627e-07
1.2211e-05,4.0672e-06,0.72457,-2.5718e-08,-3.5176e-05,-4.2728e-07
1.2269e-05,4.0972e-06,0.72591,-2.5783e-08,-3.5285e-05,-4.283e-07
1.2329e-05,4.1273e-06,0.72725,-2.5848e-08,-3.5396e-05,-4.2931e-07
1.2388e-05,4.1575e-06,0.72858,-2.5913e-08,-3.5506e-05,-4.3033e-07
1.2447e-05,4.1879e-06,0.72991,-2.5979e-08,-3.5616e-05,-4.3134e-07
1.2507e-05,4.2185e-06,0.73124,-2.6045e-08,-3.5727e-05,-4.3236e-07
1.2566e-05,4.2492e-06,0.73257,-2.6112e-08,-3.5837e-05,-4.3337e-07
1.2626e-05,4.28e-06,0.7339,-2.618e-08,-3.5948e-05,-4.3439e-07
1.2686e-05,4.3111e-06,0.73523,-2.6248e-08,-3.6059e-05,-4.354e-07
1.2746e-05,4.3422e-06,0.73655,-2.6317e-08,-3.617e-05,-4.3642e-07
1.2806e-05,4.3735e-06,0.73788,-2.6386e-08,-3.6282e-05,-4.3743e-07
1.2866e-05,4.405e-06,0.7392,-2.6456e-08,-3.6393e-05,-4.3844e-07
1.2927e-05,4.4366e-06,0.74052,-2.6526e-08,-3.6505e-05,-4.3946e-07
1.2987e-05,4.4684e-06,0.74184,-2.6597e-08,-3.6616e-05,-4.4047e-07
1.3048e-05,4.5003e-06,0.74316,-2.6669e-08,-3.6728e-05,-4.4148e-07
1.3109e-05,4.5324e-06,0.74448,-2.6741e-08,-3.684e-05,-4.425e-07
1.317e-05,4.5646e-06,0.7458,-2.6814e-08,-3.6952e-05,-4.4351e-07
1.3231e-05,4.597e-06,0.74711,-2.6887e-08,-3.7065e-05,-4.4452e-07
1.3292e-05,4.6295e-06,0.74842,-2.6961e-08,-3.7177e-05,-4.4554e-07
1.3353e-05,4.6622e-06,0.74974,-2.7035e-08,-3.729e-05,-4.4655e-07
1.3415e-05,4.6951e-06,0.75105,-2.711e-08,-3.7403e-05,-4.4756e-07
1.3476e-05,4.7281e-06,0.75236,-2.7186e-08,-3.7516e-05,-4.4857e-07
1.3538e-05,4.7612e-06,0.75366,-2.7262e-08,-3.7629e-05,-4.4959e-07
1.36e-05,4.7945e-06,0.75497,-2.7339e-08,-3.7742e-05,-4.506e-07
1.3662e-05,4.828e-06,0.75627,-2.7416e-08,-3.7855e-05,-4.5161e-07
1.3724e-05,4.8616e-06,0.75758,-2.7494e-08,-3.7969e-05,-4.5262e-07
1.3786e-05,4.8954e-06,0.75888,-2.7573e-08,-3.8082e-05,-4.5363e-07
1.3849e-05,4.9293e-06,0.76018,-2.7652e-08,-3.8196e-05,-4.5464e-07
1.3911e-05,4.9634e-06,0.76148,-2.7732e-08,-3.831e-05,-4.5565e-07
1.3974e-05,4.9976e-06,0.76278,-2.7813e-08,-3.8424e-05,-4.5667e-07
1.4037e-05,5.032e-06,0.76407,-2.7894e-08,-3.8538e-05,-4.5768e-07
1.4099e-05,5.0666e-06,0.76537,-2.7975e-08,-3.8653e-05,-4.5869e-07
1.4162e-05,5.1013e-06,0.76666,-2.8058e-08,-3.8767e-05,-4.597e-07
1.4226e-05,5.1361e-06,0.76795,-2.8141e-08,-3.8882e-05,-4.6071e-07
1.4289e-05,5.1712e-06,0.76924,-2.8224e-08,-3.8997e-05,-4.6172e-07
1.4352e-05,5.2063e-06,0.77053,-2.8308e-08,-3.9112e-05,-4.6273e-07
1.4416e-05,5.2417e-06,0.77182,-2.8393e-08,-3.9227e-05,-4.6374e-07
1.4479e-05,5.2772e-06,0.77311,-2.8478e-08,-3.9342e-05,-4.6475e-07
1.4543e-05,5.3128e-06,0.77439,-2.8565e-08,-3.9458e-05,-4.6576e-07
1.4607e-05,5.3486e-06,0.77567,-2.8651e-08,-3.9573e-05,-4.6676e-07
1.4671e-05,5.3846e-06,0.77695,-2.8739e-08,-3.9689e-05,-4.6777e-07
1.4735e-05,5.4207e-06,0.77823,-2.8826e-08,-3.9805e-05,-4.6878e-07
1.4799e-05,5.457e-06,0.77951,-2.8915e-08,-3.9921e-05,-4.6979e-07
1.4864e-05,5.4934e-06,0.78079,-2.9004e-08,-4.0037e-05,-4.708e-07
1.4928e-05,5.53e-06,0.78206,-2.9094e-08,-4.0153e-05,-4.7181e-07
1.4993e-05,5.5668e-06,0.78334,-2.9185e-08,-4.027e-05,-4.7281e-07
1.5058e-05,5.6037e-06,0.78461,-2.9276e-08,-4.0386e-05,-4.7382e-07
1.5122e-05,5.6407e-06,0.78588,-2.9368e-08,-4.0503e-05,-4.7483e-07
1.5187e-05,5.678e-06,0.78715,-2.946e-08,-4.062e-05,-4.7583e-07
1.5252e-05,5.7154e-06,0.78842,-2.9553e-08,-4.0737e-05,-4.7684e-07
1.5318e-05,5.7529e-06,0.78969,-2.9647e-08,-4.0854e-05,-4.7785e-07
1.5383e-05,5.7906e-06,0.79095,-2.9741e-08,-4.0971e-05,-4.7885e-07
1.5448e-05,5.8285e-06,0.79221,-2.9837e-08,-4.1089e-05,-4.7986e-07
1.5514e-05,5.8665e-06,0.79347,-2.9932e-08,-4.1206e-05,-4.8087e-07
1.558e-05,5.9047e-06,0.79474,-3.0029e-08,-4.1324e-05,-4.8187e-07
1.5645e-05,5.943e-06,0.79599,-3.0126e-08,-4.1442e-05,-4.8288e-07
1.5711e-05,5.9815e-06,0.79725,-3.0224e-08,-4.156e-05,-4.8388e-07
1.5777e-05,6.0202e-06,0.79851,-3.0322e-08,-4.1678e-05,-4.8489e-07
1.5843e-05,6.059e-06,0.79976,-3.0421e-08,-4.1797e-05,-4.8589e-07
1.591e-05,6.098e-06,0.80101,-3.0521e-08,-4.1915e-05,-4.8689e-07
1.5976e-05,6.1371e-06,0.80226,-3.0621e-08,-4.2034e-05,-4.879e-07
1.6042e-05,6.1764e-06,0.80351,-3.0723e-08,-4.2152e-05,-4.889e-07
1.6109e-05,6.2159e-06,0.80476,-3.0824e-08,-4.2271e-05,-4.899e-07
1.6176e-05,6.2555e-06,0.80601,-3.0927e-08,-4.239e-05,-4.9091e-07
1.6242e-05,6.2953e-06,0.80725,-3.103e-08,-4.251e-05,-4.9191e-07
1.6309e-05,6.3352e-06,0.80849,-3.1134e-08,-4.2629e-05,-4.9291e-07
1.6376e-05,6.3753e-06,0.80974,-3.1238e-08,-4.2748e-05,-4.9392e-07
1.6443e-05,6.4156e-06,0.81097,-3.1344e-08,-4.2868e-05,-4.9492e-07
1.6511e-05,6.456e-06,0.81221,-3.145e-08,-4.2988e-05,-4.9592e-07
1.6578e-05,6.4966e-06,0.81345,-3.1556e-08,-4.3108e-05,-4.9692e-07
1.6645e-05,6.5373e-06,0.81468,-3.1664e-08,-4.3228e-05,-4.9792e-07
1.6713e-05,6.5782e-06,0.81592,-3.1772e-08,-4.3348e-05,-4.9892e-07
1.678e-05,6.6193e-06,0.81715,-3.188e-08,-4.3468e-05,-4.9992e-07
1.6848e-05,6.6605e-06,0.81838,-3.199e-08,-4.3589e-05,-5.0092e-07
1.6916e-05,6.7019e-06,0.81961,-3.21e-08,-4.371e-05,-5.0192e-07
1.6984e-05,6.7435e-06,0.82084,-3.2211e-08,-4.383e-05,-5.0292e-07
1.7052e-05,6.7852e-06,0.82206,-3.2322e-08,-4.3951e-05,-5.0392e-07
1.712e-05,6.827e-06,0.82328,-3.2435e-08,-4.4073e-05,-5.0492e-07
1.7189e-05,6.8691e-06,0.82451,-3.2548e-08,-4.4194e-05,-5.0592e-07
1.7257e-05,6.9112e-06,0.82573,-3.2661e-08,-4.4315e-05,-5.0692e-07
1.7325e-05,6.9536e-06,0.82695,-3.2776e-08,-4.4437e-05,-5.0792e-07
1.7394e-05,6.9961e-06,0.82816,-3.2891e-08,-4.4558e-05,-5.0892e-07
1.7463e-05,7.0388e-06,0.82938,-3.3007e-08,-4.468e-05,-5.0991e-07
1.7531e-05,7.0816e-06,0.83059,-3.3123e-08,-4.4802e-05,-5.1091e-07
1.76e-05,7.1246e-06,0.83181,-3.324e-08,-4.4924e-05,-5.1191e-07
1.7669e-05,7.1677e-06,0.83302,-3.3358e-08,-4.5047e-05,-5.129e-07
1.7738e-05,7.211e-06,0.83422,-3.3477e-08,-4.5169e-05,-5.139e-07
1.7807e-05,7.2545e-06,0.83543,-3.3597e-08,-4.5291e-05,-5.149e-07
1.7877e-05,7.2981e-06,0.83664,-3.3717e-08,-4.5414e-05,-5.1589e-07
1.7946e-05,7.3419e-06,0.83784,-3.3838e-08,-4.5537e-05,-5.1689e-07
1.8015e-05,7.3859e-06,0.83904,-3.3959e-08,-4.566e-05,-5.1788e-07
1.8085e-05,7.43e-06,0.84024,-3.4082e-08,-4.5783e-05,-5.1888e-07
1.8155e-05,7.4743e-06,0.84144,-3.4205e-08,-4.5906e-05,-5.1987e-07
1.8224e-05,7.5187e-06,0.84264,-3.4329e-08,-4.603e-05,-5.2087e-07
1.8294e-05,7.5633e-06,0.84384,-3.4453e-08,-4.6153e-05,-5.2186e-07
1.8364e-05,7.6081e-06,0.84503,-3.4578e-08,-4.6277e-05,-5.2286e-07
1.8434e-05,7.653e-06,0.84622,-3.4704e-08,-4.6401e-05,-5.2385e-07
1.8504e-05,7.698e-06,0.84741,-3.4831e-08,-4.6525e-05,-5.2484e-07
1.8574e-05,7.7433e-06,0.8486,-3.4959e-08,-4.6649e-05,-5.2584e-07
1.8645e-05,7.7887e-06,0.84979,-3.5087e-08,-4.6773e-05,-5.2683e-07
1.8715e-05,7.8342e-06,0.85098,-3.5216e-08,-4.6898e-05,-5.2782e-07
1.8785e-05,7.8799e-06,0.85216,-3.5346e-08,-4.7022e-05,-5.2881e-07
1.8856e-05,7.9258e-06,0.85334,-3.5476e-08,-4.7147e-05,-5.298e-07
1.8927e-05,7.9718e-06,0.85452,-3.5608e-08,-4.7272e-05,-5.308e-07
1.8997e-05,8.018e-06,0.8557,-3.574e-08,-4.7397e-05,-5.3179e-07
1.9068e-05,8.0644e-06,0.85688,-3.5872e-08,-4.7522e-05,-5.3278e-07
1.9139e-05,8.1109e-06,0.85805,-3.6006e-08,-4.7647e-05,-5.3377e-07
1.921e-05,8.1576e-06,0.85923,-3.614e-08,-4.7773e-05,-5.3476e-07
1.9281e-05,8.2044e-06,0.8604,-3.6275e-08,-4.7899e-05,-5.3575e-07
1.9352e-05,8.2514e-06,0.86157,-3.6411e-08,-4.8024e-05,-5.3674e-07
1.9423e-05,8.2985e-06,0.86274,-3.6547e-08,-4.815e-05,-5.3773e-07
1.9495e-05,8.3458e-06,0.86391,-3.6685e-08,-4.8276e-05,-5.3872e-07
1.9566e-05,8.3933e-06,0.86507,-3.6823e-08,-4.8402e-05,-5.397e-07
1.9637e-05,8.4409e-06,0.86623,-3.6962e-08,-4.8529e-05,-5.4069e-07
1.9709e-05,8.4887e-06,0.8674,-3.7101e-08,-4.8655e-05,-5.4168e-07
1.9781e-05,8.5367e-06,0.86856,-3.7241e-08,-4.8782e-05,-5.4267e-07
1.9852e-05,8.5848e-06,0.86971,-3.7383e-08,-4.8909e-05,-5.4365e-07
1.9924e-05,8.633e-06,0.87087,-3.7524e-08,-4.9036e-05,-5.4464e-07
1.9996e-05,8.6814e-06,0.87203,-3.7667e-08,-4.9163e-05,-5.4563e-07
2.0068e-05,8.73e-06,0.87318,-3.781e-08,-4.929e-05,-5.4661e-07
2.014e-05,8.7787e-06,0.87433,-3.7955e-08,-4.9417e-05,-5.476e-07
2.0212e-05,8.8276e-06,0.87548,-3.81e-08,-4.9545e-05,-5.4859e-07
2.0284e-05,8.8767e-06,0.87663,-3.8245e-08,-4.9672e-05,-5.4957e-07
2.0356e-05,8.9259e-06,0.87777,-3.8392e-08,-4.98e-05,-5.5056e-07
2.0429e-05,8.9752e-06,0.87892,-3.8539e-08,-4.9928e-05,-5.5154e-07
2.0501e-05,9.0248e-06,0.88006,-3.8687e-08,-5.0056e-05,-5.5253e-07
2.0573e-05,9.0744e-06,0.8812,-3.8836e-08,-5.0184e-05,-5.5351e-07
2.0646e-05,9.1243e-06,0.88234,-3.8985e-08,-5.0313e-05,-5.5449e-07
2.0719e-05,9.1742e-06,0.88348,-3.9136e-08,-5.0441e-05,-5.5548e-07
2.0791e-05,9.2244e-06,0.88461,-3.9287e-08,-5.057e-05,-5.5646e-07
2.0864e-05,9.2747e-06,0.88575,-3.9439e-08,-5.0699e-05,-5.5744e-07
2.0937e-05,9.3251e-06,0.88688,-3.9592e-08,-5.0828e-05,-5.5843e-07
2.101e-05,9.3758e-06,0.88801,-3.9745e-08,-5.0957e-05,-5.5941e-07
2.1083e-05,9.4265e-06,0.88914,-3.9899e-08,-5.1086e-05,-5.6039e-07
2.1156e-05,9.4774e-06,0.89026,-4.0054e-08,-5.1216e-05,-5.6137e-07
2.1229e-05,9.5285e-06,0.89139,-4.021e-08,-5.1345e-05,-5.6235e-07
2.1302e-05,9.5797e-06,0.89251,-4.0367e-08,-5.1475e-05,-5.6333e-07
2.1375e-05,9.6311e-06,0.89363,-4.0524e-08,-5.1605e-05,-5.6432e-07
2.1448e-05,9.6827e-06,0.89475,-4.0682e-08,-5.1735e-05,-5.653e-07
2.1522e-05,9.7344e-06,0.89587,-4.0841e-08,-5.1865e-05,-5.6628e-07
2.1595e-05,9.7862e-06,0.89699,-4.1001e-08,-5.1995e-05,-5.6726e-07
2.1669e-05,9.8382e-06,0.8981,-4.1162e-08,-5.2126e-05,-5.6824e-07
2.1742e-05,9.8904e-06,0.89921,-4.1323e-08,-5.2256e-05,-5.6921e-07
2.1816e-05,9.9427e-06,0.90032,-4.1485e-08,-5.2387e-05,-5.7019e-07
2.1889e-05,9.9951e-06,0.90143,-4.1648e-08,-5.2518e-05,-5.7117e-07
2.1963e-05,1.0048e-05,0.90254,-4.1812e-08,-5.2649e-05,-5.7215e-07
2.2037e-05,1.0101e-05,0.90364,-4.1976e-08,-5.278e-05,-5.7313e-07
2.2111e-05,1.0153e-05,0.90475,-4.2141e-08,-5.2911e-05,-5.7411e-07
2.2185e-05,1.0206e-05,0.90585,-4.2308e-08,-5.3043e-05,-5.7508e-07
2.2258e-05,1.026e-05,0.90695,-4.2474e-08,-5.3174e-05,-5.7606e-07
2.2332e-05,1.0313e-05,0.90805,-4.2642e-08,-5.3306e-05,-5.7704e-07
2.2407e-05,1.0367e-05,0.90914,-4.2811e-08,-5.3438e-05,-5.7801e-07
2.2481e-05,1.042e-05,0.91024,-4.298e-08,-5.357e-05,-5.7899e-07
2.2555e-05,1.0474e-05,0.91133,-4.315e-08,-5.3703e-05,-5.7997e-07
2.2629e-05,1.0528e-05,0.91242,-4.3321e-08,-5.3835e-05,-5.8094e-07
2.2703e-05,1.0582e-05,0.91351,-4.3492e-08,-5.3967e-05,-5.8192e-07
2.2778e-05,1.0636e-05,0.9146,-4.3665e-08,-5.41e-05,-5.8289e-07
2.2852e-05,1.0691e-05,0.91568,-4.3838e-08,-5.4233e-05,-5.8387e-07
2.2926e-05,1.0745e-05,0.91677,-4.4012e-08,-5.4366e-05,-5.8484e-07
2.3001e-05,1.08e-05,0.91785,-4.4187e-08,-5.4499e-05,-5.8582e-07
2.3075e-05,1.0855e-05,0.91893,-4.4362e-08,-5.4632e-05,-5.8679e-07
2.315e-05,1.091e-05,0.92001,-4.4539e-08,-5.4766e-05,-5.8776e-07
2.3225e-05,1.0965e-05,0.92108,-4.4716e-08,-5.4899e-05,-5.8874e-07
2.3299e-05,1.1021e-05,0.92216,-4.4894e-08,-5.5033e-05,-5.8971e-07
2.3374e-05,1.1076e-05,0.92323,-4.5073e-08,-5.5167e-05,-5.9068e-07
2.3449e-05,1.1132e-05,0.9243,-4.5253e-08,-5.5301e-05,-5.9166e-07
2.3524e-05,1.1187e-05,0.92537,-4.5433e-08,-5.5435e-05,-5.9263e-07
2.3598e-05,1.1243e-05,0.92644,-4.5614e-08,-5.5569e-05,-5.936e-07
2.3673e-05,1.1299e-05,0.9275,-4.5796e-08,-5.5704e-05,-5.9457e-07
2.3748e-05,1.1355e-05,0.92856,-4.5979e-08,-5.5839e-05,-5.9554e-07
2.3823e-05,1.1412e-05,0.92962,-4.6163e-08,-5.5973e-05,-5.9652e-07
2.3898e-05,1.1468e-05,0.93068,-4.6347e-08,-5.6108e-05,-5.9749e-07
2.3973e-05,1.1525e-05,0.93174,-4.6532e-08,-5.6243e-05,-5.9846e-07
2.4048e-05,1.1582e-05,0.9328,-4.6718e-08,-5.6379e-05,-5.9943e-07
2.4124e-05,1.1639e-05,0.93385,-4.6905e-08,-5.6514e-05,-6.004e-07
2.4199e-05,1.1696e-05,0.9349,-4.7093e-08,-5.6649e-05,-6.0137e-07
2.4274e-05,1.1753e-05,0.93595,-4.7281e-08,-5.6785e-05,-6.0234e-07
2.4349e-05,1.181e-05,0.937,-4.7471e-08,-5.6921e-05,-6.0331e-07
2.4425e-05,1.1868e-05,0.93805,-4.7661e-08,-5.7057e-05,-6.0428e-07
2.45e-05,1.1925e-05,0.93909,-4.7852e-08,-5.7193e-05,-6.0524e-07
2.4575e-05,1.1983e-05,0.94014,-4.8043e-08,-5.7329e-05,-6.0621e-07
2.4651e-05,1.2041e-05,0.94118,-4.8236e-08,-5.7466e-05,-6.0718e-07
2.4726e-05,1.2099e-05,0.94222,-4.8429e-08,-5.7603e-05,-6.0815e-07
2.4802e-05,1.2157e-05,0.94325,-4.8623e-08,-5.7739e-05,-6.0912e-07
2.4877e-05,1.2216e-05,0.94429,-4.8818e-08,-5.7876e-05,-6.1009e-07
2.4953e-05,1.2274e-05,0.94532,-4.9013e-08,-5.8013e-05,-6.1105e-07
2.5028e-05,1.2333e-05,0.94636,-4.921e-08,-5.815e-05,-6.1202e-07
2.5104e-05,1.2391e-05,0.94739,-4.9407e-08,-5.8288e-05,-6.1299e-07
2.5179e-05,1.245e-05,0.94841,-4.9605e-08,-5.8425e-05,-6.1395e-07
2.5255e-05,1.2509e-05,0.94944,-4.9804e-08,-5.8563e-05,-6.1492e-07
2.5331e-05,1.2568e-05,0.95046,-5.0004e-08,-5.8701e-05,-6.1589e-07
2.5407e-05,1.2628e-05,0.95149,-5.0204e-08,-5.8839e-05,-6.1685e-07
2.5482e-05,1.2687e-05,0.95251,-5.0406e-08,-5.8977e-05,-6.1782e-07
2.5558e-05,1.2747e-05,0.95352,-5.0608e-08,-5.9115e-05,-6.1878e-07
2.5634e-05,1.2806e-05,0.95454,-5.0811e-08,-5.9254e-05,-6.1975e-07
2.571e-05,1.2866e-05,0.95556,-5.1014e-08,-5.9392e-05,-6.2072e-07
2.5786e-05,1.2926e-05,0.95657,-5.1219e-08,-5.9531e-05,-6.2168e-07
2.5861e-05,1.2986e-05,0.95758,-5.1424e-08,-5.967e-05,-6.2265e-07
2.5937e-05,1.3046e-05,0.95859,-5.163e-08,-5.9809e-05,-6.2361e-07
2.6013e-05,1.3107e-05,0.9596,-5.1837e-08,-5.9948e-05,-6.2457e-07
2.6089e-05,1.3167e-05,0.9606,-5.2045e-08,-6.0088e-05,-6.2554e-07
2.6165e-05,1.3228e-05,0.96161,-5.2253e-08,-6.0227e-05,-6.265e-07
2.6241e-05,1.3289e-05,0.96261,-5.2462e-08,-6.0367e-05,-6.2747e-07
2.6317e-05,1.335e-05,0.96361,-5.2672e-08,-6.0507e-05,-6.2843e-07
2.6393e-05,1.3411e-05,0.9646,-5.2883e-08,-6.0647e-05,-6.2939e-07
2.6469e-05,1.3472e-05,0.9656,-5.3095e-08,-6.0787e-05,-6.3036e-07
2.6545e-05,1.3533e-05,0.96659,-5.3307e-08,-6.0927e-05,-6.3132e-07
2.6621e-05,1.3594e-05,0.96759,-5.3521e-08,-6.1068e-05,-6.3228e-07
2.6697e-05,1.3656e-05,0.96858,-5.3735e-08,-6.1208e-05,-6.3325e-07
2.6773e-05,1.3718e-05,0.96956,-5.3949e-08,-6.1349e-05,-6.3421e-07
2.685e-05,1.3779e-05,0.97055,-5.4165e-08,-6.149e-05,-6.3517e-07
2.6926e-05,1.3841e-05,0.97153,-5.4382e-08,-6.1631e-05,-6.3613e-07
2.7002e-05,1.3903e-05,0.97252,-5.4599e-08,-6.1773e-05,-6.3709e-07
2.7078e-05,1.3966e-05,0.9735,-5.4817e-08,-6.1914e-05,-6.3806e-07
2.7154e-05,1.4028e-05,0.97448,-5.5036e-08,-6.2056e-05,-6.3902e-07
2.723e-05,1.409e-05,0.97545,-5.5255e-08,-6.2197e-05,-6.3998e-07
2.7307e-05,1.4153e-05,0.97643,-5.5476e-08,-6.2339e-05,-6.4094e-07
2.7383e-05,1.4216e-05,0.9774,-5.5697e-08,-6.2481e-05,-6.419e-07
2.7459e-05,1.4278e-05,0.97837,-5.5919e-08,-6.2624e-05,-6.4286e-07
2.7535e-05,1.4341e-05,0.97934,-5.6142e-08,-6.2766e-05,-6.4382e-07
2.7611e-05,1.4404e-05,0.98031,-5.6365e-08,-6.2908e-05,-6.4478e-07
2.7688e-05,1.4467e-05,0.98127,-5.6589e-08,-6.3051e-05,-6.4575e-07
2.7764e-05,1.4531e-05,0.98224,-5.6815e-08,-6.3194e-05,-6.4671e-07
2.784e-05,1.4594e-05,0.9832,-5.704e-08,-6.3337e-05,-6.4767e-07
2.7916e-05,1.4658e-05,0.98416,-5.7267e-08,-6.348e-05,-6.4863e-07
2.7993e-05,1.4721e-05,0.98512,-5.7495e-08,-6.3624e-05,-6.4959e-07
2.8069e-05,1.4785e-05,0.98607,-5.7723e-08,-6.3767e-05,-6.5055e-07
2.8145e-05,1.4849e-05,0.98702,-5.7952e-08,-6.3911e-05,-6.5151e-07
2.8221e-05,1.4913e-05,0.98798,-5.8182e-08,-6.4055e-05,-6.5247e-07
2.8298e-05,1.4977e-05,0.98893,-5.8412e-08,-6.4199e-05,-6.5343e-07
2.8374e-05,1.5041e-05,0.98987,-5.8644e-08,-6.4343e-05,-6.5439e-07
2.845e-05,1.5106e-05,0.99082,-5.8876e-08,-6.4487e-05,-6.5534e-07
2.8526e-05,1.517e-05,0.99176,-5.9109e-08,-6.4632e-05,-6.563e-07
2.8603e-05,1.5235e-05,0.99271,-5.9342e-08,-6.4776e-05,-6.5726e-07
2.8679e-05,1.5299e-05,0.99365,-5.9577e-08,-6.4921e-05,-6.5822e-07
2.8755e-05,1.5364e-05,0.99458,-5.9812e-08,-6.5066e-05,-6.5918e-07
2.8831e-05,1.5429e-05,0.99552,-6.0048e-08,-6.5211e-05,-6.6014e-07
2.8908e-05,1.5494e-05,0.99646,-6.0285e-08,-6.5356e-05,-6.611e-07
