0,0,0,0,0,0
7.3492e-09,-1.1977e-06,-4.0921e-09,0.00039512,2.7668e-06,-2.3761e-06
6.8246e-08,-4.6719e-06,-7.7783e-09,0.001549,2.1196e-05,-9.0434e-06
1.3213e-07,-1.0292e-05,-2.0761e-08,0.0034304,4.1915e-05,-2.0096e-05
2.4317e-07,-1.7985e-05,-3.3494e-08,0.0060148,7.6492e-05,-3.509e-05
3.5907e-07,-2.767e-05,-5.4348e-08,0.009277,0.00011375,-5.4118e-05
5.1644e-07,-3.9277e-05,-7.5414e-08,0.013194,0.00016328,-7.6768e-05
6.7998e-07,-5.2731e-05,-1.037e-07,0.01774,0.00021575,-0.0001031
8.8003e-07,-6.7963e-05,-1.3267e-07,0.022895,0.00027909,-0.00013273
1.0871e-06,-8.4901e-05,-1.6825e-07,0.028634,0.00034552,-0.00016568
1.3263e-06,-0.00010348,-2.0507e-07,0.034936,0.00042159,-0.00020161
1.5731e-06,-0.00012363,-2.4815e-07,0.041779,0.00050079,-0.00024052
1.8481e-06,-0.00014529,-2.9315e-07,0.049142,0.00058856,-0.00028208
2.1309e-06,-0.0001684,-3.4433e-07,0.057004,0.00067945,-0.00032628
2.4386e-06,-0.00019289,-3.9864e-07,0.065346,0.00077794,-0.0003728
2.754e-06,-0.0002187,-4.6109e-07,0.074149,0.00087948,-0.00042157
3.0914e-06,-0.00024578,-5.304e-07,0.083392,0.00098778,-0.0004723
3.4364e-06,-0.00027407,-6.1136e-07,0.093058,0.001099,-0.00052488
3.8006e-06,-0.00030352,-7.0345e-07,0.10313,0.0012163,-0.00057904
4.1721e-06,-0.00033406,-8.1119e-07,0.11359,0.0013363,-0.00063466
4.5605e-06,-0.00036566,-9.3468e-07,0.12441,0.0014617,-0.00069148
4.9558e-06,-0.00039825,-1.0782e-06,0.13559,0.0015897,-0.0007494
5.366e-06,-0.00043179,-1.2422e-06,0.14711,0.0017224,-0.00080814
5.7825e-06,-0.00046622,-1.4309e-06,0.15895,0.0018576,-0.00086761
6.212e-06,-0.00050151,-1.6451e-06,0.17109,0.001997,-0.00092756
6.6473e-06,-0.0005376,-1.8885e-06,0.18352,0.0021386,-0.00098788
7.0939e-06,-0.00057445,-2.1625e-06,0.19623,0.0022839,-0.0010484
7.5459e-06,-0.00061202,-2.4705e-06,0.20919,0.0024312,-0.0011089
8.0075e-06,-0.00065025,-2.814e-06,0.2224,0.0025818,-0.0011692
8.474e-06,-0.00068912,-3.1962e-06,0.23585,0.0027343,-0.0012292
8.9488e-06,-0.00072858,-3.6186e-06,0.24951,0.0028895,-0.0012888
9.4278e-06,-0.00076858,-4.0842e-06,0.26337,0.0030465,-0.0013478
9.914e-06,-0.0008091,-4.5948e-06,0.27743,0.0032059,-0.0014061
1.0404e-05,-0.0008501,-5.153e-06,0.29167,0.0033667,-0.0014635
1.09e-05,-0.00089153,-5.7604e-06,0.30607,0.0035297,-0.0015199
1.1399e-05,-0.00093336,-6.4196e-06,0.32063,0.003694,-0.0015752
1.1903e-05,-0.00097556,-7.1322e-06,0.33534,0.00386,-0.0016292
1.241e-05,-0.0010181,-7.9005e-06,0.35017,0.0040272,-0.0016819
1.292e-05,-0.0010609,-8.7259e-06,0.36513,0.0041958,-0.0017331
1.3433e-05,-0.0011041,-9.6106e-06,0.3802,0.0043654,-0.0017828
1.395e-05,-0.0011474,-1.0556e-05,0.39537,0.0045362,-0.0018309
1.4468e-05,-0.001191,-1.1564e-05,0.41064,0.0047078,-0.0018771
1.4988e-05,-0.0012347,-1.2635e-05,0.42598,0.0048804,-0.0019216
1.551e-05,-0.0012786,-1.3772e-05,0.44139,0.0050536,-0.0019641
1.6034e-05,-0.0013227,-1.4976e-05,0.45687,0.0052275,-0.0020047
1.6558e-05,-0.0013668,-1.6248e-05,0.4724,0.0054019,-0.0020432
1.7084e-05,-0.001411,-1.7588e-05,0.48797,0.0055769,-0.0020796
1.7611e-05,-0.0014553,-1.8999e-05,0.50358,0.0057522,-0.0021138
1.8138e-05,-0.0014996,-2.048e-05,0.51922,0.0059279,-0.0021457
1.8665e-05,-0.0015439,-2.2034e-05,0.53488,0.0061037,-0.0021754
1.9193e-05,-0.0015882,-2.366e-05,0.55055,0.0062798,-0.0022027
1.972e-05,-0.0016325,-2.536e-05,0.56622,0.0064558,-0.0022277
2.0247e-05,-0.0016767,-2.7133e-05,0.5819,0.006632,-0.0022502
2.0774e-05,-0.0017208,-2.8981e-05,0.59756,0.006808,-0.0022703
2.13e-05,-0.0017649,-3.0904e-05,0.61321,0.006984,-0.0022879
2.1825e-05,-0.0018088,-3.2902e-05,0.62883,0.0071597,-0.0023029
2.235e-05,-0.0018526,-3.4976e-05,0.64443,0.0073352,-0.0023155
2.2873e-05,-0.0018962,-3.7125e-05,0.65999,0.0075104,-0.0023255
2.3396e-05,-0.0019397,-3.935e-05,0.67551,0.0076852,-0.0023329
2.3917e-05,-0.001983,-4.165e-05,0.69098,0.0078596,-0.0023377
2.4436e-05,-0.0020262,-4.4027e-05,0.7064,0.0080336,-0.0023399
2.4954e-05,-0.0020691,-4.6479e-05,0.72176,0.0082069,-0.0023396
2.547e-05,-0.0021117,-4.9006e-05,0.73706,0.0083798,-0.0023366
2.5985e-05,-0.0021542,-5.1608e-05,0.7523,0.008552,-0.002331
2.6497e-05,-0.0021964,-5.4285e-05,0.76746,0.0087236,-0.0023229
2.7008e-05,-0.0022383,-5.7037e-05,0.78254,0.0088944,-0.0023121
2.7516e-05,-0.00228,-5.9862e-05,0.79754,0.0090645,-0.0022988
2.8023e-05,-0.0023213,-6.276e-05,0.81246,0.0092338,-0.0022829
2.8527e-05,-0.0023624,-6.5731e-05,0.82729,0.0094023,-0.0022644
2.9028e-05,-0.0024032,-6.8774e-05,0.84202,0.0095699,-0.0022433
2.9528e-05,-0.0024436,-7.1889e-05,0.85666,0.0097366,-0.0022198
3.0024e-05,-0.0024837,-7.5074e-05,0.87119,0.0099023,-0.0021937
3.0519e-05,-0.0025235,-7.833e-05,0.88563,0.010067,-0.0021651
3.101e-05,-0.002563,-8.1654e-05,0.89995,0.010231,-0.002134
3.1499e-05,-0.0026021,-8.5047e-05,0.91417,0.010394,-0.0021005
3.1985e-05,-0.0026408,-8.8506e-05,0.92827,0.010555,-0.0020645
3.2468e-05,-0.0026792,-9.2033e-05,0.94225,0.010716,-0.0020262
3.2949e-05,-0.0027172,-9.5624e-05,0.95612,0.010875,-0.0019854
3.3426e-05,-0.0027548,-9.9281e-05,0.96987,0.011033,-0.0019424
3.3901e-05,-0.002792,-0.000103,0.98349,0.011191,-0.001897
3.4372e-05,-0.0028288,-0.00010678,0.99698,0.011346,-0.0018493
3.4841e-05,-0.0028653,-0.00011063,1.0104,0.011501,-0.0017993
3.5306e-05,-0.0029013,-0.00011453,1.0236,0.011655,-0.0017471
3.5768e-05,-0.0029369,-0.00011849,1.0367,0.011807,-0.0016927
3.6227e-05,-0.0029721,-0.00012251,1.0497,0.011958,-0.0016362
3.6683e-05,-0.0030069,-0.00012659,1.0625,0.012107,-0.0015775
3.7135e-05,-0.0030413,-0.00013072,1.0752,0.012255,-0.0015168
3.7584e-05,-0.0030752,-0.00013491,1.0878,0.012402,-0.0014539
3.803e-05,-0.0031088,-0.00013915,1.1002,0.012548,-0.0013891
3.8473e-05,-0.0031418,-0.00014345,1.1125,0.012692,-0.0013223
3.8912e-05,-0.0031745,-0.00014779,1.1246,0.012835,-0.0012535
3.9348e-05,-0.0032067,-0.00015219,1.1366,0.012976,-0.0011828
3.978e-05,-0.0032385,-0.00015663,1.1484,0.013116,-0.0011102
4.0209e-05,-0.0032698,-0.00016112,1.1601,0.013255,-0.0010357
4.0634e-05,-0.0033007,-0.00016566,1.1717,0.013392,-0.00095947
4.1056e-05,-0.0033312,-0.00017024,1.1831,0.013527,-0.00088144
4.1475e-05,-0.0033612,-0.00017487,1.1944,0.013661,-0.00080168
4.189e-05,-0.0033907,-0.00017954,1.2055,0.013794,-0.00072022
4.2301e-05,-0.0034198,-0.00018425,1.2164,0.013926,-0.00063708
4.2709e-05,-0.0034485,-0.00018901,1.2273,0.014055,-0.00055232
4.3113e-05,-0.0034767,-0.0001938,1.2379,0.014184,-0.00046596
4.3514e-05,-0.0035045,-0.00019863,1.2485,0.01431,-0.00037804
4.3911e-05,-0.0035318,-0.0002035,1.2588,0.014436,-0.00028859
4.4305e-05,-0.0035587,-0.00020841,1.2691,0.01456,-0.00019766
4.4695e-05,-0.0035851,-0.00021335,1.2791,0.014682,-0.00010526
4.5082e-05,-0.003611,-0.00021832,1.289,0.014803,-1.1443e-05
4.5465e-05,-0.0036366,-0.00022333,1.2988,0.014922,8.3765e-05
4.5844e-05,-0.0036617,-0.00022837,1.3084,0.01504,0.00018033
4.622e-05,-0.0036863,-0.00023344,1.3179,0.015156,0.00027822
4.6592e-05,-0.0037105,-0.00023855,1.3273,0.015271,0.0003774
4.6961e-05,-0.0037342,-0.00024368,1.3364,0.015384,0.00047783
4.7326e-05,-0.0037575,-0.00024884,1.3455,0.015496,0.0005795
4.7688e-05,-0.0037804,-0.00025402,1.3544,0.015607,0.00068236
4.8046e-05,-0.0038029,-0.00025924,1.3631,0.015715,0.00078639
4.8401e-05,-0.0038249,-0.00026448,1.3717,0.015823,0.00089156
4.8752e-05,-0.0038464,-0.00026974,1.3801,0.015928,0.00099783
4.91e-05,-0.0038676,-0.00027503,1.3884,0.016033,0.0011052
4.9444e-05,-0.0038883,-0.00028034,1.3966,0.016136,0.0012136
4.9785e-05,-0.0039085,-0.00028567,1.4046,0.016237,0.001323
5.0122e-05,-0.0039284,-0.00029102,1.4125,0.016337,0.0014334
5.0456e-05,-0.0039478,-0.0002964,1.4202,0.016436,0.0015448
5.0786e-05,-0.0039669,-0.0003018,1.4278,0.016533,0.0016572
5.1113e-05,-0.0039855,-0.00030721,1.4353,0.016628,0.0017705
5.1437e-05,-0.0040037,-0.00031265,1.4426,0.016722,0.0018847
5.1757e-05,-0.0040215,-0.0003181,1.4498,0.016815,0.0019999
5.2074e-05,-0.0040388,-0.00032358,1.4568,0.016906,0.0021159
5.2388e-05,-0.0040558,-0.00032907,1.4637,0.016996,0.0022329
5.2698e-05,-0.0040724,-0.00033458,1.4705,0.017085,0.0023506
5.3005e-05,-0.0040886,-0.00034011,1.4771,0.017172,0.0024693
5.3309e-05,-0.0041044,-0.00034565,1.4837,0.017257,0.0025888
5.361e-05,-0.0041198,-0.00035121,1.49,0.017342,0.002709
